#bin	chrom	chromStart	chromEnd	name	score	strand	signalValue	pValue	qValue	peak
678	chr1	12221364	12222391	.	106	.	3.191	17.642	3.29249e-17	641
680	chr1	12538149	12538939	.	110	.	4.125	16.901	1.72009e-16	396
680	chr1	12540784	12541420	.	129	.	9.024	23.111	1.55219e-22	244
681	chr1	12599740	12600701	.	122	.	7.148	54.022	0	477
681	chr1	12640187	12640735	.	110	.	4.298	12.223	0.00000000000589179	242
705	chr1	15786321	15787051	.	138	.	11.247	24.42	8.2382e-24	349
705	chr1	15789312	15790324	.	124	.	7.684	36.594	9.91723e-36	452
707	chr1	16007081	16007950	.	130	.	9.188	29.473	9.34715e-29	206
707	chr1	16089085	16089495	.	139	.	11.516	15.59	0.00000000000000323277	220
707	chr1	16107036	16107571	.	109	.	3.964	9.7	0.00000000157292	252
708	chr1	16125455	16127839	.	123	.	7.39	114.395	0	1331
709	chr1	16333492	16333986	.	145	.	12.906	29.215	1.67701e-28	299
710	chr1	16402635	16403902	.	109	.	3.883	32.445	1.16053e-31	963
710	chr1	16469818	16472638	.	123	.	7.378	178.983	0	1965
710	chr1	16485394	16486195	.	116	.	5.699	30.518	8.91881e-30	469
710	chr1	16499541	16501128	.	120	.	6.679	94.915	0	647
710	chr1	16502281	16503095	.	109	.	4.048	16.924	1.63794e-16	310
710	chr1	16508304	16509000	.	105	.	3.02	10.522	0.00000000025487	373
711	chr1	16515366	16515920	.	149	.	13.902	36.705	7.73248e-36	275
711	chr1	16562860	16563556	.	109	.	3.841	13.378	0.000000000000451288	285
714	chr1	16947490	16948128	.	113	.	5.038	32.276	1.6937e-31	273
716	chr1	17277924	17278545	.	140	.	11.672	44.397	2.20004e-43	348
718	chr1	17489364	17489874	.	111	.	4.451	9.653	0.00000000174085	199
718	chr1	17519152	17519673	.	118	.	6.265	17.513	4.39292e-17	284
718	chr1	17520069	17520776	.	107	.	3.441	8.831	0.0000000107257	431
718	chr1	17534145	17535405	.	110	.	4.075	30.005	2.84262e-29	606
718	chr1	17538388	17538845	.	119	.	6.308	15.606	0.0000000000000031199	259
718	chr1	17559515	17560799	.	123	.	7.513	69.597	0	894
89	chr1	17563183	17564051	.	111	.	4.516	25.564	6.23511e-25	242
719	chr1	17577082	17577567	.	106	.	3.11	9.305	0.00000000376391	197
719	chr1	17600453	17601065	.	113	.	4.918	15.441	0.00000000000000451864	373
719	chr1	17603030	17603505	.	109	.	3.995	10.128	0.000000000608364	191
719	chr1	17613685	17614486	.	129	.	8.898	44.023	5.11474e-43	451
719	chr1	17630702	17631292	.	123	.	7.543	17.872	1.96521e-17	210
720	chr1	17818323	17818681	.	122	.	7.058	8.826	0.0000000108431	120
735	chr1	19777389	19777766	.	146	.	13.064	13.686	0.000000000000227336	208
737	chr1	19922954	19924308	.	103	.	2.423	11.153	0.0000000000627695	761
737	chr1	19966885	19967651	.	111	.	4.502	17.105	1.09004e-16	458
738	chr1	20125915	20127047	.	106	.	3.092	14.942	0.0000000000000138075	287
744	chr1	20938261	20939345	.	136	.	10.66	32.984	3.43916e-32	557
744	chr1	20939661	20941026	.	121	.	6.871	27.172	1.65297e-26	781
745	chr1	21023126	21023933	.	122	.	7.234	54.141	0	431
750	chr1	21662066	21662787	.	146	.	13.106	70.224	0	430
750	chr1	21664598	21666090	.	106	.	3.19	16.309	6.47931e-16	1235
750	chr1	21671201	21672677	.	103	.	2.525	13.793	0.000000000000179504	1138
752	chr1	21953035	21953902	.	121	.	6.843	55.895	0	401
754	chr1	22188289	22188789	.	120	.	6.791	21.393	7.43009e-21	280
754	chr1	22196086	22196820	.	125	.	7.876	46.554	1.4013e-45	336
755	chr1	22283035	22283931	.	124	.	7.715	51.576	0	314
762	chr1	23297995	23298552	.	116	.	5.716	9.343	0.00000000345673	174
762	chr1	23324143	23324636	.	142	.	12.224	10.233	0.000000000482952	102
764	chr1	23523214	23523832	.	115	.	5.502	14.269	0.0000000000000621655	361
765	chr1	23694269	23695888	.	102	.	2.191	11.084	0.0000000000732621	330
95	chr1	23854746	23855244	.	107	.	3.377	8.914	0.00000000893042	212
767	chr1	23866182	23866615	.	106	.	3.239	9.236	0.00000000438102	191
767	chr1	23880952	23882871	.	104	.	2.595	14.748	0.0000000000000212639	723
767	chr1	23888804	23889241	.	109	.	3.862	12.328	0.0000000000046581	196
767	chr1	23911836	23912477	.	115	.	5.362	12.112	0.00000000000753969	365
767	chr1	23919527	23920829	.	167	.	18.363	107.488	0	712
767	chr1	23977635	23978156	.	113	.	5.044	13.315	0.000000000000518078	191
769	chr1	24194234	24195036	.	106	.	3.124	13.687	0.000000000000226857	582
769	chr1	24231093	24231553	.	134	.	10.148	9.711	0.00000000153776	282
770	chr1	24285413	24286604	.	103	.	2.471	10.366	0.000000000360017	194
772	chr1	24528408	24529127	.	107	.	3.527	10.139	0.000000000593483	196
772	chr1	24592799	24593475	.	112	.	4.694	11.79	0.0000000000153297	344
772	chr1	24620687	24621931	.	153	.	14.981	63.961	0	844
773	chr1	24648141	24649001	.	108	.	3.595	9.608	0.00000000192311	249
773	chr1	24741888	24742403	.	111	.	4.44	19.64	3.7925e-19	257
774	chr1	24841883	24842425	.	139	.	11.385	30.033	2.67043e-29	321
775	chr1	24970473	24970906	.	112	.	4.727	9.009	0.00000000722884	187
775	chr1	25010170	25010593	.	149	.	13.782	19.596	4.18015e-19	194
775	chr1	25014854	25015760	.	123	.	7.332	34.134	2.56535e-33	406
776	chr1	25070288	25070820	.	115	.	5.452	9.948	0.000000000906986	164
776	chr1	25071288	25072951	.	103	.	2.346	10.467	0.000000000287806	496
780	chr1	25573488	25574500	.	112	.	4.627	50.444	0	595
780	chr1	25579264	25579657	.	121	.	6.891	10.989	0.0000000000903029	221
782	chr1	25864568	25865388	.	113	.	5.009	21.44	6.67644e-21	558
782	chr1	25875783	25876516	.	115	.	5.393	28.409	1.02653e-27	404
782	chr1	25894751	25895716	.	115	.	5.393	34.634	8.29741e-34	291
782	chr1	25899640	25900867	.	118	.	6.267	48.088	0	624
784	chr1	26099980	26100337	.	134	.	10.256	14.015	0.000000000000109241	174
784	chr1	26185340	26186366	.	116	.	5.753	47.748	0	572
785	chr1	26218954	26219406	.	131	.	9.521	26.25	1.32398e-25	227
786	chr1	26420433	26421921	.	131	.	9.412	58.837	0	1069
787	chr1	26504555	26505056	.	112	.	4.731	9.878	0.00000000105841	218
788	chr1	26627092	26627788	.	117	.	5.94	16.748	2.42816e-16	485
788	chr1	26629289	26629961	.	121	.	6.809	9.068	0.00000000635265	505
788	chr1	26632177	26633290	.	105	.	2.988	15.027	0.0000000000000113863	721
788	chr1	26675707	26676113	.	149	.	13.798	17.449	5.05544e-17	207
788	chr1	26683515	26684136	.	109	.	3.928	12.729	0.00000000000190491	387
788	chr1	26685161	26685665	.	119	.	6.506	12.106	0.00000000000764071	183
789	chr1	26826578	26828132	.	105	.	2.833	22.768	3.35781e-22	553
789	chr1	26856702	26858028	.	103	.	2.412	9.824	0.00000000119492	298
792	chr1	27187863	27188900	.	110	.	4.132	14.995	0.0000000000000122416	208
792	chr1	27216172	27216975	.	105	.	2.908	15.361	0.00000000000000540352	533
793	chr1	27325484	27326321	.	117	.	6.049	15.937	0.00000000000000148729	580
793	chr1	27336055	27336924	.	107	.	3.396	9.61	0.00000000191453	400
795	chr1	27648245	27649090	.	103	.	2.441	10.058	0.000000000710558	267
797	chr1	27844689	27845186	.	111	.	4.35	11.791	0.0000000000153019	169
797	chr1	27852056	27852823	.	105	.	2.996	9.759	0.00000000138119	502
797	chr1	27866503	27867394	.	126	.	8.275	50.045	0	492
798	chr1	27985209	27985870	.	115	.	5.543	20.988	1.84071e-20	312
798	chr1	28013075	28013617	.	107	.	3.557	9.412	0.00000000297159	195
799	chr1	28051886	28052943	.	103	.	2.445	12.257	0.00000000000546484	280
802	chr1	28471063	28471443	.	141	.	11.985	11.866	0.0000000000130066	191
803	chr1	28696093	28696800	.	105	.	2.951	13.235	0.000000000000620689	377
804	chr1	28776476	28776842	.	141	.	11.813	14.235	0.0000000000000669609	171
806	chr1	28974587	28975472	.	107	.	3.372	11.522	0.0000000000277796	256
806	chr1	29002193	29002517	.	124	.	7.64	8.92	0.000000008809	133
806	chr1	29062963	29064647	.	102	.	2.155	9.809	0.00000000123606	239
808	chr1	29292029	29292412	.	176	.	20.613	19.701	3.30782e-19	194
810	chr1	29507748	29508807	.	107	.	3.454	27.297	1.24272e-26	769
810	chr1	29562679	29566508	.	103	.	2.478	36.072	3.21902e-35	3270
815	chr1	30181768	30182717	.	115	.	5.408	25.408	8.87386e-25	388
817	chr1	30531697	30532316	.	136	.	10.597	17.259	7.74446e-17	297
823	chr1	31270607	31271728	.	105	.	3.03	11.041	0.000000000080652	506
823	chr1	31289353	31289739	.	123	.	7.43	10.436	0.000000000307667	227
826	chr1	31618462	31618810	.	158	.	16.083	9.364	0.00000000329877	140
826	chr1	31625251	31625646	.	120	.	6.691	10.514	0.000000000259191	164
827	chr1	31770388	31771023	.	113	.	4.955	10.097	0.000000000651173	287
828	chr1	31889222	31889584	.	128	.	8.752	8.788	0.0000000117565	190
829	chr1	32041062	32042050	.	105	.	2.868	10.455	0.00000000029531	362
829	chr1	32049651	32050052	.	113	.	4.851	11.166	0.0000000000610125	203
830	chr1	32166302	32167451	.	117	.	5.992	39.296	2.2254e-38	757
831	chr1	32253566	32254656	.	106	.	3.308	18.661	3.39157e-18	621
832	chr1	32403816	32404552	.	119	.	6.399	42.901	6.37311e-42	305
834	chr1	32701764	32702108	.	154	.	15.094	14.225	0.000000000000068412	181
834	chr1	32708100	32708509	.	124	.	7.715	17.496	4.5604e-17	169
836	chr1	33004611	33005266	.	128	.	8.712	33.873	4.62872e-33	389
837	chr1	33055388	33055805	.	143	.	12.284	16.916	1.6676e-16	219
838	chr1	33167747	33169800	.	106	.	3.289	31.17	2.05528e-30	1021
838	chr1	33224479	33225474	.	118	.	6.183	34.085	2.86657e-33	666
838	chr1	33240684	33241275	.	117	.	5.859	12.799	0.00000000000162823	359
838	chr1	33282555	33284107	.	105	.	2.935	22.254	1.06655e-21	430
839	chr1	33338240	33338728	.	124	.	7.761	23.178	1.33769e-22	242
840	chr1	33513472	33513827	.	153	.	14.983	9.918	0.000000000970505	167
840	chr1	33526251	33526749	.	138	.	11.186	16.684	2.80056e-16	276
105	chr1	33685256	33687118	.	126	.	8.248	60.757	0	402
843	chr1	33899342	33899734	.	121	.	6.934	13.309	0.000000000000525188	198
853	chr1	35220637	35221442	.	111	.	4.413	19.427	6.10956e-19	416
853	chr1	35228136	35229617	.	106	.	3.112	12.631	0.00000000000236918	445
861	chr1	36184077	36184990	.	104	.	2.688	11.033	0.0000000000820635	685
862	chr1	36396211	36397360	.	102	.	2.18	9.484	0.00000000253609	705
864	chr1	36620581	36622004	.	106	.	3.307	20.45	6.1849e-20	843
866	chr1	36952551	36952975	.	112	.	4.794	13.94	0.000000000000128827	231
874	chr1	37941901	37943221	.	103	.	2.481	9.185	0.0000000049014	208
878	chr1	38455283	38456093	.	104	.	2.687	14.263	0.0000000000000630052	577
878	chr1	38470284	38470776	.	107	.	3.441	8.831	0.0000000107244	182
879	chr1	38588912	38589458	.	135	.	10.336	15.707	0.00000000000000248658	284
887	chr1	39649196	39649783	.	123	.	7.506	20.215	1.04398e-19	243
890	chr1	40041985	40042797	.	111	.	4.405	16.463	4.58569e-16	559
891	chr1	40142479	40143189	.	142	.	12.029	54.489	0	331
892	chr1	40358719	40359192	.	148	.	13.583	13.97	0.000000000000120672	309
893	chr1	40446131	40446725	.	121	.	6.914	12.433	0.00000000000369437	173
900	chr1	41327782	41328668	.	105	.	2.839	11.619	0.000000000022499	495
900	chr1	41329216	41330000	.	130	.	9.169	33.46	1.17215e-32	216
900	chr1	41331542	41332672	.	136	.	10.568	55.893	0	256
900	chr1	41367519	41368119	.	109	.	4.016	13.95	0.000000000000126017	279
900	chr1	41372713	41373124	.	167	.	18.456	17.22	8.45159e-17	214
900	chr1	41409918	41411058	.	141	.	11.885	47.318	0	223
902	chr1	41575230	41575982	.	142	.	12.07	28.676	5.61738e-28	557
903	chr1	41706926	41708501	.	102	.	2.23	10.266	0.00000000044883	706
904	chr1	41837463	41838333	.	115	.	5.475	28.046	2.31536e-27	583
904	chr1	41846747	41848689	.	102	.	2.136	11.205	0.0000000000560057	212
904	chr1	41942257	41942958	.	110	.	4.059	12.026	0.00000000000910797	315
905	chr1	41979885	41981981	.	128	.	8.591	134.237	0	391
906	chr1	42130911	42131324	.	127	.	8.389	14.646	0.0000000000000267668	190
906	chr1	42137659	42138511	.	123	.	7.378	32.657	7.20734e-32	389
907	chr1	42317184	42317625	.	118	.	6.072	11.565	0.0000000000253672	196
908	chr1	42366332	42367036	.	114	.	5.193	13.98	0.000000000000118155	196
908	chr1	42367735	42368281	.	132	.	9.673	21.335	8.46219e-21	314
908	chr1	42420216	42420598	.	128	.	8.689	10.671	0.000000000182803	195
908	chr1	42421175	42421637	.	118	.	6.292	9.575	0.00000000207075	174
910	chr1	42631046	42632097	.	133	.	9.995	82.605	0	537
910	chr1	42675173	42675979	.	122	.	7.071	19.365	7.01742e-19	463
916	chr1	43487198	43487741	.	119	.	6.545	11.468	0.0000000000313427	169
918	chr1	43672384	43673716	.	107	.	3.332	10.538	0.000000000246155	195
918	chr1	43758797	43759983	.	118	.	6.052	29.84	4.11961e-29	962
919	chr1	43786837	43787540	.	126	.	8.265	34.662	7.81306e-34	298
919	chr1	43823615	43825253	.	103	.	2.488	13.46	0.000000000000376511	295
922	chr1	44249219	44249755	.	178	.	21.123	33.104	2.6269e-32	269
922	chr1	44300623	44301192	.	142	.	12.169	27.074	2.05486e-26	289
923	chr1	44350924	44351596	.	112	.	4.725	17.33	6.60851e-17	361
923	chr1	44395194	44395828	.	154	.	15.075	51.757	0	256
924	chr1	44495504	44496513	.	103	.	2.491	11.474	0.000000000030952	365
925	chr1	44619695	44620022	.	138	.	11.266	9.192	0.0000000048249	139
926	chr1	44792739	44794130	.	160	.	16.681	113.775	0	987
926	chr1	44825228	44825610	.	126	.	8.171	13.032	0.000000000000971066	193
929	chr1	45096942	45097950	.	106	.	3.139	18.477	5.10825e-18	386
930	chr1	45265286	45266114	.	112	.	4.648	38.878	5.72222e-38	522
930	chr1	45272114	45273873	.	111	.	4.318	51.829	0	919
934	chr1	45769211	45770078	.	104	.	2.606	9.334	0.00000000352634	549
934	chr1	45795013	45795590	.	134	.	10.054	34.111	2.70162e-33	289
934	chr1	45815028	45815452	.	116	.	5.768	11.281	0.000000000047293	236
934	chr1	45860767	45861132	.	168	.	18.695	11.836	0.0000000000138887	171
936	chr1	46016043	46016843	.	115	.	5.354	37.812	6.36248e-37	379
936	chr1	46049734	46050823	.	104	.	2.769	12.554	0.00000000000281646	720
937	chr1	46215971	46216527	.	105	.	2.872	10.746	0.000000000155163	311
939	chr1	46502506	46503170	.	116	.	5.633	26.595	6.08385e-26	381
939	chr1	46505151	46505643	.	145	.	12.917	20.126	1.27689e-19	262
940	chr1	46593975	46594379	.	143	.	12.327	15.034	0.000000000000011209	205
940	chr1	46600486	46601178	.	150	.	14.029	50.833	0	353
940	chr1	46636845	46637935	.	106	.	3.273	12.805	0.00000000000160788	389
940	chr1	46648786	46649510	.	116	.	5.781	23.643	4.71979e-23	198
941	chr1	46671370	46671838	.	112	.	4.731	9.878	0.00000000105885	195
943	chr1	46987806	46988547	.	108	.	3.63	10.719	0.000000000164405	252
944	chr1	47069520	47070427	.	117	.	6.048	47.383	0	495
944	chr1	47077233	47077916	.	117	.	5.992	30.006	2.83749e-29	396
944	chr1	47082200	47082891	.	106	.	3.219	12.204	0.00000000000614587	290
952	chr1	48221253	48222129	.	116	.	5.685	26.418	9.06621e-26	508
953	chr1	48360244	48360949	.	110	.	4.211	15.196	0.00000000000000781886	322
954	chr1	48371547	48372021	.	116	.	5.593	10.176	0.000000000547254	185
954	chr1	48413646	48414108	.	149	.	13.868	17.454	5.00248e-17	292
955	chr1	48535625	48536484	.	148	.	13.525	65.714	0	580
961	chr1	49397502	49397932	.	165	.	17.977	10.183	0.000000000539421	305
977	chr1	51450571	51451210	.	159	.	16.299	29.838	4.13659e-29	358
981	chr1	52033151	52034218	.	124	.	7.657	19.23	9.48534e-19	367
122	chr1	52035297	52035994	.	199	.	26.463	45.03	5.1848e-44	346
988	chr1	52830720	52832421	.	103	.	2.341	15.923	0.00000000000000153431	308
989	chr1	53069943	53070277	.	139	.	11.505	9.451	0.00000000272902	175
990	chr1	53128240	53128857	.	146	.	13.074	49.457	0	257
997	chr1	54007608	54008605	.	107	.	3.342	13.364	0.000000000000465121	373
1000	chr1	54481768	54482715	.	157	.	15.948	73.253	0	530
1002	chr1	54738510	54739839	.	107	.	3.432	23.432	7.57729e-23	678
1004	chr1	54953549	54954197	.	107	.	3.523	14.43	0.0000000000000433585	352
1004	chr1	55007637	55008650	.	103	.	2.328	9.516	0.00000000236066	233
1008	chr1	55504701	55505928	.	103	.	2.363	11.786	0.0000000000154614	467
1010	chr1	55711433	55711948	.	167	.	18.456	17.22	8.45568e-17	337
1011	chr1	55840671	55841176	.	121	.	6.816	14.575	0.0000000000000313732	253
1011	chr1	55894598	55895523	.	116	.	5.662	19.482	5.40262e-19	489
1012	chr1	55972314	55972943	.	130	.	9.228	14.174	0.0000000000000766478	437
1013	chr1	56184300	56184985	.	124	.	7.572	23.3	1.01538e-22	338
1013	chr1	56192539	56193115	.	131	.	9.37	15.794	0.00000000000000204277	348
1014	chr1	56277949	56278433	.	274	.	45.002	35.609	9.13252e-35	265
1014	chr1	56293718	56294261	.	121	.	6.891	10.989	0.0000000000903166	260
1015	chr1	56446370	56446900	.	187	.	23.293	19.54	4.74465e-19	157
1016	chr1	56497998	56498451	.	130	.	9.245	10.313	0.000000000404527	258
1017	chr1	56664824	56665202	.	166	.	18.078	10.732	0.00000000015996	176
1021	chr1	57223847	57224247	.	178	.	21.173	12.391	0.00000000000405827	173
1026	chr1	57876964	57877539	.	141	.	11.865	19.878	2.22678e-19	230
1027	chr1	58057549	58058014	.	170	.	19.175	11.007	0.0000000000868743	208
1036	chr1	59192916	59193523	.	254	.	40.148	34.369	1.51337e-33	385
1036	chr1	59219731	59220250	.	119	.	6.442	13.383	0.000000000000446371	214
1037	chr1	59279363	59280398	.	107	.	3.534	11.407	0.000000000035898	374
1037	chr1	59280637	59281523	.	128	.	8.546	28.889	3.48143e-28	362
1037	chr1	59290682	59291163	.	148	.	13.682	28.41	1.02511e-27	262
1038	chr1	59387988	59388460	.	113	.	4.935	9.232	0.00000000441984	192
1038	chr1	59398467	59399062	.	112	.	4.576	10.508	0.00000000026249	175
1039	chr1	59605037	59605557	.	170	.	19.175	47.869	0	214
1041	chr1	59892761	59893261	.	156	.	15.73	23.127	1.49812e-22	281
1054	chr1	61542496	61543148	.	107	.	3.55	15.306	0.00000000000000611211	334
1055	chr1	61604938	61605809	.	139	.	11.471	26.82	3.64652e-26	431
1057	chr1	61946858	61947561	.	127	.	8.389	11.289	0.0000000000465823	185
1057	chr1	61961843	61962529	.	146	.	13.183	18.519	4.65707e-18	385
1059	chr1	62207896	62210285	.	112	.	4.719	39.128	3.25424e-38	994
1060	chr1	62353041	62353484	.	120	.	6.677	12.585	0.00000000000262334	195
1063	chr1	62696345	62697187	.	215	.	30.208	87.3	0	254
1063	chr1	62703326	62704067	.	145	.	12.841	15.837	0.0000000000000018559	420
1063	chr1	62773455	62774609	.	156	.	15.724	71.607	0	416
1064	chr1	62787094	62787468	.	124	.	7.79	9.168	0.00000000508981	196
1064	chr1	62790801	62791530	.	114	.	5.109	11.208	0.000000000055646	192
1072	chr1	63832787	63833638	.	105	.	2.828	13.292	0.00000000000054565	455
1073	chr1	64076860	64077322	.	148	.	13.662	11.815	0.0000000000145624	263
1074	chr1	64127598	64129014	.	121	.	6.856	39.198	2.77819e-38	1114
1079	chr1	64808810	64810075	.	256	.	40.405	122.209	0	595
1083	chr1	65381520	65381963	.	114	.	5.193	10.539	0.000000000245769	188
1085	chr1	65556123	65556470	.	165	.	17.807	9.909	0.000000000988224	181
1086	chr1	65713456	65713957	.	144	.	12.669	15.569	0.00000000000000338778	277
1086	chr1	65719510	65720782	.	105	.	2.87	12.943	0.00000000000118508	485
1093	chr1	66643188	66643660	.	158	.	16.179	23.948	2.38365e-23	275
1093	chr1	66648178	66648789	.	136	.	10.615	12.388	0.00000000000408007	196
1094	chr1	66727666	66728492	.	246	.	38.111	81.401	0	413
1094	chr1	66731962	66732424	.	157	.	15.78	16.913	1.67678e-16	213
1094	chr1	66736929	66737326	.	145	.	12.841	15.837	0.00000000000000185631	207
1094	chr1	66820315	66820709	.	151	.	14.381	12.614	0.00000000000245988	197
1095	chr1	66902120	66902763	.	171	.	19.442	33.52	1.02569e-32	300
1096	chr1	67009126	67009544	.	131	.	9.416	10.57	0.000000000229309	189
1100	chr1	67518521	67519262	.	112	.	4.594	14.13	0.0000000000000846531	361
1104	chr1	68111824	68112282	.	128	.	8.56	9.293	0.00000000386379	205
1105	chr1	68166241	68166838	.	130	.	9.206	30.827	4.4232e-30	270
1105	chr1	68179093	68179702	.	129	.	8.898	10.166	0.000000000558419	155
1105	chr1	68257625	68258541	.	134	.	10.218	31.154	2.12683e-30	288
1109	chr1	68808202	68808851	.	120	.	6.638	22.741	3.56471e-22	320
1110	chr1	68918778	68919313	.	144	.	12.704	10.757	0.000000000151486	368
1125	chr1	70876184	70877351	.	109	.	3.855	25.042	2.03249e-24	390
1166	chr1	76172958	76173448	.	140	.	11.535	15.59	0.00000000000000323207	291
1180	chr1	78005423	78006572	.	131	.	9.396	36.352	1.70841e-35	901
1181	chr1	78147976	78149741	.	111	.	4.466	46.605	1.4013e-45	1296
1181	chr1	78224780	78225880	.	113	.	4.968	36.922	4.72998e-36	744
1182	chr1	78340473	78340846	.	126	.	8.269	12.161	0.00000000000676258	180
1183	chr1	78443502	78444271	.	153	.	14.848	47.46	0	437
1184	chr1	78558317	78558772	.	198	.	25.967	31.025	2.83277e-30	199
1185	chr1	78690824	78691338	.	130	.	9.138	11.433	0.0000000000338924	268
1185	chr1	78695035	78695502	.	158	.	16.062	16.126	9.74167e-16	190
1185	chr1	78769273	78769864	.	176	.	20.613	39.792	7.24548e-39	318
1187	chr1	78938491	78938874	.	168	.	18.658	10.183	0.000000000539497	199
1190	chr1	79377984	79378612	.	154	.	15.101	13.417	0.000000000000414532	359
1203	chr1	81099750	81100771	.	142	.	12.134	32.676	6.90662e-32	459
