#bin	chrom	chromStart	chromEnd	name	score	strand	signalValue	pValue	qValue	peak
949	chr1	47779506	47780284	.	111	.	4.527	9.438	0.0000000299902	590
988	chr1	52831719	52832148	.	164	.	17.271	27.254	1.5191e-25	173
1040	chr1	59762444	59762970	.	129	.	8.805	14.279	0.000000000000638287	173
1044	chr1	60280025	60280378	.	161	.	16.5	8.281	0.000000377516	173
1099	chr1	67390782	67391157	.	143	.	12.266	12.347	0.000000000047277	194
1100	chr1	67519900	67520324	.	213	.	29.188	19.436	6.23524e-18	180
1124	chr1	70686783	70687206	.	135	.	10.363	14.276	0.0000000000006407	191
1154	chr1	74663731	74664138	.	167	.	18.087	12.887	0.0000000000142146	198
1166	chr1	76251731	76252094	.	117	.	5.913	11.743	0.000000000179695	176
1233	chr1	84971746	84972358	.	135	.	10.206	23.148	1.52923e-21	181
1239	chr1	85742277	85742672	.	144	.	12.396	21.734	3.60608e-20	198
1274	chr1	90331175	90331958	.	116	.	5.8	9.343	0.0000000368995	320
1286	chr1	91966196	91967214	.	152	.	14.345	53.811	0	215
1296	chr1	93250489	93251213	.	205	.	27.13	20.947	2.12029e-19	194
1296	chr1	93297394	93297783	.	128	.	8.475	13.529	0.00000000000339136	193
1299	chr1	93645285	93645643	.	135	.	10.206	11.866	0.000000000137928	176
1308	chr1	94883614	94883958	.	183	.	21.723	14.064	0.00000000000102403	168
1313	chr1	95538269	95538864	.	143	.	12.162	10.495	0.00000000290576	117
1353	chr1	100731550	100731913	.	186	.	22.453	20.102	1.40995e-18	179
1354	chr1	100816778	100817141	.	187	.	22.881	11.836	0.000000000147407	164
1378	chr1	104068209	104068499	.	164	.	17.214	10.457	0.00000000316998	162
1418	chr1	109288981	109289311	.	128	.	8.492	10.924	0.0000000011178	179
1419	chr1	109419437	109419779	.	187	.	22.813	18.419	6.07255e-17	166
1422	chr1	109756324	109757200	.	167	.	17.948	58.176	0	199
1426	chr1	110282927	110283217	.	149	.	13.611	8.012	0.00000068425	131
1450	chr1	113498703	113499263	.	118	.	6.268	10.514	0.00000000278793	131
1457	chr1	114354767	114355425	.	159	.	15.959	31.414	1.32115e-29	190
1458	chr1	114447673	114448007	.	125	.	7.824	8.287	0.000000373311	194
1462	chr1	115060105	115060465	.	123	.	7.328	7.941	0.000000800244	143
1463	chr1	115124143	115124618	.	134	.	9.946	18.946	1.86134e-17	183
1464	chr1	115300239	115300984	.	162	.	16.696	51.658	0	463
1464	chr1	115323175	115323545	.	176	.	20.166	22.762	3.59541e-21	190
1467	chr1	115711406	115711703	.	150	.	13.846	8.012	0.000000683504	127
1486	chr1	118148227	118148609	.	169	.	18.477	17.769	2.59077e-16	197
1498	chr1	119682857	119683568	.	114	.	5.084	19.106	1.30549e-17	512
1679	chr1	143467535	143467851	.	339	.	59.455	9.269	0.0000000434436	131
1688	chr1	144593582	144593817	.	255	.	39.292	10.249	0.00000000502311	110
1690	chr1	144931931	144932734	.	156	.	15.342	56.056	0	271
1692	chr1	145114481	145117694	.	101	.	2.185	14.153	0.000000000000838913	430
1718	chr1	148555825	148556176	.	267	.	42.099	11.096	0.000000000763748	167
1728	chr1	149870916	149871263	.	137	.	10.692	8.069	0.00000060582	110
1729	chr1	150022474	150022882	.	130	.	8.939	8.165	0.00000048963	147
1730	chr1	150185745	150186219	.	170	.	18.711	36.452	1.62548e-34	198
1731	chr1	150293658	150294031	.	150	.	13.778	17.454	5.24762e-16	174
1731	chr1	150335835	150336808	.	147	.	13.253	70.493	0	318
1733	chr1	150488017	150488411	.	270	.	42.722	35.235	2.51724e-33	195
1736	chr1	150898439	150898876	.	126	.	8.139	15.394	0.000000000000052934	258
1737	chr1	151019997	151020341	.	134	.	10.104	10.313	0.00000000436097	196
1738	chr1	151170627	151171207	.	157	.	15.544	47.26	4.2039e-45	378
1739	chr1	151371753	151372169	.	142	.	11.85	11.815	0.000000000153905	152
1756	chr1	153606161	153606636	.	194	.	24.428	56.483	0	287
1757	chr1	153700012	153700452	.	218	.	30.268	38.088	4.03697e-36	225
1758	chr1	153756068	153756431	.	133	.	9.771	17.843	2.19873e-16	193
1761	chr1	154244919	154245351	.	142	.	11.85	11.815	0.000000000153985	198
1767	chr1	154947004	154947956	.	113	.	5.062	33.802	6.18564e-32	392
1768	chr1	155145586	155145970	.	161	.	16.572	40.843	7.90542e-39	198
1769	chr1	155196243	155198045	.	121	.	6.937	99.985	0	1238
1769	chr1	155214414	155214862	.	116	.	5.613	12.756	0.0000000000190036	258
1769	chr1	155231934	155232373	.	103	.	2.539	8.696	0.000000152588	185
1771	chr1	155532415	155533148	.	123	.	7.268	17.004	0.00000000000000143898	540
1772	chr1	155658502	155658981	.	159	.	16.091	18.811	2.52492e-17	213
1773	chr1	155826890	155827237	.	126	.	8.186	12.41	0.0000000000411842	164
1776	chr1	156163496	156163884	.	125	.	7.916	9.915	0.0000000104717	181
1777	chr1	156307980	156308746	.	191	.	23.676	78.798	0	341
1778	chr1	156426253	156426744	.	176	.	20.114	59.85	0	234
1779	chr1	156629754	156630423	.	110	.	4.158	16.052	0.0000000000000121364	221
1780	chr1	156710855	156711340	.	157	.	15.632	56.329	0	273
1791	chr1	158119356	158119941	.	199	.	25.66	23.491	7.09168e-22	197
1807	chr1	160231436	160232676	.	136	.	10.395	38.106	3.89298e-36	871
1813	chr1	161015522	161016063	.	122	.	7.062	19.122	1.25936e-17	191
1814	chr1	161129014	161129783	.	136	.	10.574	47.097	5.60519e-45	225
1814	chr1	161171804	161172547	.	112	.	4.75	8.805	0.000000119657	192
1848	chr1	165599862	165600307	.	145	.	12.669	15.034	0.000000000000117983	251
1860	chr1	167189598	167190177	.	203	.	26.729	97.868	0	223
1866	chr1	167905201	167905767	.	151	.	14.095	47.361	2.8026e-45	205
1882	chr1	170043666	170044163	.	233	.	33.849	50.717	0	205
1893	chr1	171453972	171454859	.	118	.	6.281	14.732	0.000000000000230707	614
1901	chr1	172500742	172502241	.	124	.	7.549	19.721	3.29282e-18	1302
1913	chr1	174127884	174128607	.	117	.	6.029	8.928	0.0000000918502	573
1919	chr1	174968342	174969233	.	174	.	19.768	55.662	0	525
1929	chr1	176176402	176177069	.	193	.	24.235	64.816	0	359
1951	chr1	179112030	179112758	.	115	.	5.515	7.969	0.000000752454	195
1953	chr1	179334662	179335107	.	156	.	15.4	23.674	4.70666e-22	177
1957	chr1	179850517	179852001	.	127	.	8.42	33.207	2.31241e-31	1256
1958	chr1	180086944	180087208	.	174	.	19.689	8.013	0.000000683672	156
1979	chr1	182808135	182808943	.	129	.	8.87	23.111	1.66153e-21	309
1985	chr1	183604771	183605225	.	130	.	9.121	21.666	4.2088e-20	227
1997	chr1	185125958	185126352	.	125	.	7.952	8.92	0.000000093445	242
2006	chr1	186344253	186344668	.	167	.	18.087	26.149	1.80952e-24	183
2089	chr1	197170385	197170843	.	218	.	30.338	56.416	0	214
2094	chr1	197871859	197872292	.	197	.	25.177	25.849	3.55882e-24	246
2098	chr1	198412531	198413205	.	113	.	4.989	8.821	0.000000115558	143
2113	chr1	200378997	200379375	.	175	.	19.802	29.196	1.93542e-27	180
2116	chr1	200707729	200708177	.	137	.	10.651	14.8	0.000000000000199194	181
2120	chr1	201235782	201236272	.	120	.	6.765	7.941	0.000000800823	305
2124	chr1	201798047	201798369	.	164	.	17.151	12.071	0.0000000000871266	159
2128	chr1	202310899	202311627	.	118	.	6.258	14.895	0.000000000000161422	215
2128	chr1	202317601	202317996	.	186	.	22.588	20.947	2.11823e-19	174
2132	chr1	202858076	202858592	.	150	.	13.919	64.449	0	269
2144	chr1	204380924	204381581	.	117	.	5.88	9.759	0.0000000148126	285
2162	chr1	206785814	206786167	.	191	.	23.7	27.542	7.98449e-26	165
2167	chr1	207478122	207479180	.	106	.	3.274	7.884	0.000000907559	497
2172	chr1	208136817	208137311	.	188	.	22.952	18.14	1.13296e-16	197
2186	chr1	209957701	209958604	.	172	.	19.245	32.964	3.99251e-31	188
2199	chr1	211555948	211556379	.	140	.	11.494	25.502	7.77088e-24	185
2200	chr1	211688575	211689350	.	119	.	6.504	11.393	0.000000000393977	508
2201	chr1	211854084	211854478	.	230	.	33.118	44.392	2.61342e-42	195
2204	chr1	212208383	212209274	.	196	.	25.025	102.51	0	550
2206	chr1	212588068	212588459	.	200	.	25.961	26.695	5.32265e-25	181
2210	chr1	213030897	213031234	.	140	.	11.494	8.857	0.000000107257	154
2211	chr1	213189051	213189442	.	229	.	32.931	44.106	4.93257e-42	198
2265	chr1	220262972	220263378	.	136	.	10.456	18.101	1.23342e-16	213
2266	chr1	220445669	220446129	.	116	.	5.776	10.405	0.00000000354819	185
2285	chr1	222886385	222886819	.	133	.	9.667	11.688	0.000000000203746	278
2294	chr1	224033659	224033970	.	161	.	16.528	11.529	0.000000000289072	119
2309	chr1	226069920	226070282	.	214	.	29.235	30.66	7.30387e-29	181
2317	chr1	227127208	227127909	.	144	.	12.349	19.878	2.32723e-18	483
2323	chr1	227922929	227923318	.	244	.	36.619	35.235	2.52288e-33	198
2326	chr1	228270046	228270497	.	267	.	42.08	35.235	2.52855e-33	220
2326	chr1	228290921	228291311	.	189	.	23.284	26.977	2.83074e-25	192
2329	chr1	228674600	228674928	.	189	.	23.252	8.013	0.000000683921	182
2331	chr1	228973897	228974810	.	119	.	6.486	8.045	0.000000638365	30
2335	chr1	229406701	229407062	.	190	.	23.526	11.007	0.000000000928757	155
2337	chr1	229694599	229694973	.	238	.	34.996	26.034	2.34572e-24	181
2345	chr1	230778269	230778744	.	123	.	7.484	9.168	0.0000000541626	266
2348	chr1	231114433	231114817	.	197	.	25.257	15.468	0.000000000000044793	155
2350	chr1	231376754	231377133	.	142	.	11.975	12.913	0.000000000013419	189
2351	chr1	231473420	231473980	.	362	.	64.952	131.782	0	263
2363	chr1	233085741	233086407	.	143	.	12.247	15.034	0.000000000000117905	496
2374	chr1	234614318	234615052	.	133	.	9.715	10.313	0.00000000436299	595
2380	chr1	235292048	235292461	.	196	.	24.992	45.03	6.10966e-43	192
2381	chr1	235491568	235492125	.	129	.	8.856	12.66	0.0000000000236386	192
2383	chr1	235667813	235668186	.	136	.	10.603	16.223	0.00000000000000826826	177
2423	chr1	240995225	240996024	.	146	.	13.012	10.99	0.000000000962075	690
2442	chr1	243418425	243418869	.	158	.	15.904	29.838	4.58649e-28	189
2454	chr1	245027514	245028270	.	120	.	6.55	13.221	0.00000000000671328	412
2466	chr1	246670412	246670847	.	122	.	7.039	12.825	0.0000000000162576	237
2467	chr1	246729256	246729773	.	182	.	21.517	37.708	9.51369e-36	329
2470	chr1	247095114	247095701	.	122	.	7.235	9.468	0.0000000282165	169
587	chr2	264680	265119	.	264	.	41.272	49.631	0	196
610	chr2	3383362	3383686	.	159	.	16.045	12.071	0.0000000000870342	169
611	chr2	3522471	3523209	.	373	.	67.765	183.547	0	368
661	chr2	9983357	9984022	.	159	.	16.008	28.266	1.55674e-26	197
665	chr2	10588668	10588982	.	145	.	12.773	9.386	0.0000000335622	132
672	chr2	11529574	11530022	.	182	.	21.681	30.743	6.07525e-29	250
673	chr2	11606139	11606496	.	161	.	16.423	16.946	0.00000000000000163842	167
675	chr2	11884006	11884481	.	128	.	8.571	9.547	0.0000000236045	180
721	chr2	17935104	17935458	.	142	.	11.972	11.866	0.000000000137712	159
734	chr2	19547600	19548027	.	247	.	37.21	31.202	2.13363e-29	230
738	chr2	20101310	20101709	.	116	.	5.652	10.405	0.00000000354654	196
739	chr2	20251265	20251805	.	126	.	8.017	18.238	9.05559e-17	178
741	chr2	20550551	20551176	.	169	.	18.509	34.79	6.80035e-33	198
775	chr2	25015799	25016256	.	136	.	10.588	20.704	3.66393e-19	205
784	chr2	26101300	26101712	.	183	.	21.825	23.882	2.93574e-22	199
785	chr2	26256366	26257095	.	144	.	12.479	20.661	4.02597e-19	484
787	chr2	26568553	26569118	.	185	.	22.365	48.589	0	363
793	chr2	27357318	27357777	.	235	.	34.377	63.012	0	195
796	chr2	27712416	27712894	.	310	.	52.374	73.352	0	256
806	chr2	28973637	28975082	.	114	.	5.21	29.191	1.94864e-27	936
806	chr2	29093061	29093587	.	140	.	11.561	21.228	1.1277e-19	197
807	chr2	29117326	29117702	.	147	.	13.063	19.593	4.37057e-18	196
831	chr2	32264748	32265108	.	151	.	14.118	12.343	0.0000000000475851	140
831	chr2	32288354	32288758	.	145	.	12.749	12.347	0.0000000000473027	252
833	chr2	32581858	32582225	.	140	.	11.496	15.326	0.0000000000000616553	189
837	chr2	33141140	33141676	.	110	.	4.16	12.66	0.0000000000236518	248
843	chr2	33824153	33824649	.	353	.	62.773	89.443	0	256
869	chr2	37311343	37311854	.	185	.	22.257	48.308	0	215
870	chr2	37423430	37423811	.	129	.	8.86	14.782	0.000000000000207084	197
885	chr2	39351121	39351654	.	131	.	9.227	22.26	1.10999e-20	339
908	chr2	42396129	42396541	.	132	.	9.656	8.934	0.0000000908094	146
909	chr2	42588423	42588806	.	157	.	15.517	13.982	0.00000000000123229	197
925	chr2	44588822	44589116	.	137	.	10.84	8.857	0.000000107471	155
938	chr2	46294900	46295427	.	124	.	7.563	8.674	0.000000159953	146
942	chr2	46843986	46844384	.	161	.	16.513	29.367	1.32002e-27	197
944	chr2	47142792	47143124	.	128	.	8.697	8.287	0.00000037387	137
948	chr2	47629705	47630294	.	121	.	6.807	17.525	4.48039e-16	391
996	chr2	53994613	53995071	.	122	.	7.118	13.067	0.00000000000950461	251
1010	chr2	55746526	55746885	.	218	.	30.283	20.292	9.27449e-19	160
1031	chr2	58468298	58468690	.	136	.	10.387	20.18	1.19357e-18	204
1053	chr2	61371880	61372435	.	255	.	39.211	86.898	0	272
1057	chr2	61991229	61991836	.	115	.	5.414	9.72	0.000000016183	320
1076	chr2	64371561	64371963	.	136	.	10.588	14.859	0.000000000000174571	176
1079	chr2	64751150	64751524	.	147	.	13.109	22.004	1.96843e-20	193
1083	chr2	65357213	65357585	.	172	.	19.232	20.533	5.37006e-19	189
1109	chr2	68694244	68694760	.	180	.	21.145	22.483	6.71246e-21	228
1116	chr2	69614261	69614646	.	132	.	9.432	8.677	0.000000159163	194
1119	chr2	70056467	70056929	.	154	.	14.893	27.656	6.17666e-26	247
1121	chr2	70314022	70314591	.	133	.	9.749	15.45	0.000000000000046625	181
1121	chr2	70335852	70336230	.	113	.	5.042	8.395	0.000000295316	191
1121	chr2	70369730	70370125	.	150	.	13.928	22.813	3.21433e-21	194
1122	chr2	70475602	70476130	.	198	.	25.431	65.039	0	306
1128	chr2	71295215	71295881	.	171	.	19.002	45.92	8.26766e-44	199
1130	chr2	71558681	71559077	.	157	.	15.676	24.711	4.55804e-23	197
1149	chr2	74007056	74007397	.	123	.	7.437	10.294	0.00000000453915	168
1154	chr2	74619036	74619505	.	131	.	9.328	14.084	0.000000000000980948	189
1155	chr2	74734351	74734868	.	199	.	25.714	53.592	0	232
1237	chr2	85581705	85582128	.	144	.	12.403	16.916	0.00000000000000173997	175
1239	chr2	85843100	85843462	.	147	.	13.235	14.501	0.000000000000385989	169
1243	chr2	86332605	86333753	.	137	.	10.646	35.152	3.02705e-33	407
1244	chr2	86422099	86422859	.	163	.	16.914	27.168	1.83622e-25	558
1246	chr2	86667625	86668270	.	182	.	21.609	46.626	1.68156e-44	287
1247	chr2	86790344	86790856	.	145	.	12.738	32.942	4.17615e-31	265
1259	chr2	88355246	88355580	.	124	.	7.714	8.92	0.0000000934074	151
1285	chr2	91786066	91787748	.	101	.	2.093	9.211	0.0000000493213	1206
1285	chr2	91847836	91848201	.	268	.	42.403	11.662	0.000000000215762	177
1316	chr2	95831348	95831721	.	120	.	6.762	12.106	0.0000000000807233	179
1324	chr2	96873880	96874959	.	139	.	11.25	23.629	5.21451e-22	183
1346	chr2	99757713	99758358	.	229	.	32.877	33.793	6.27697e-32	420
1346	chr2	99797340	99798027	.	123	.	7.275	17.004	0.00000000000000144006	187
1347	chr2	99952361	99953134	.	124	.	7.497	18.985	1.71166e-17	546
1347	chr2	99953656	99954039	.	168	.	18.151	21.548	5.48405e-20	195
1356	chr2	101179159	101179845	.	167	.	17.935	37.172	3.21996e-35	170
1362	chr2	101868900	101869228	.	123	.	7.26	8.184	0.000000470064	184
1362	chr2	101925010	101925417	.	214	.	29.388	33.793	6.26434e-32	198
1373	chr2	103353203	103353642	.	135	.	10.286	13.234	0.00000000000653797	175
1399	chr2	106810798	106811163	.	202	.	26.502	11.662	0.000000000215873	172
1447	chr2	113012519	113012942	.	215	.	29.604	34.079	3.35032e-32	189
1457	chr2	114361215	114361589	.	458	.	88.235	9.269	0.0000000434255	194
1491	chr2	118771583	118771948	.	296	.	49.057	23.189	1.39301e-21	178
1491	chr2	118845815	118846205	.	121	.	6.807	9.068	0.0000000672161	218
1504	chr2	120517097	120517740	.	128	.	8.571	12.55	0.0000000000301324	239
1518	chr2	122406908	122407857	.	120	.	6.632	17.826	2.2847e-16	254
1563	chr2	128283917	128284263	.	136	.	10.588	10.828	0.00000000138759	169
1591	chr2	131862220	131863042	.	124	.	7.671	12.046	0.0000000000920449	638
1593	chr2	132250358	132250730	.	202	.	26.471	8.291	0.000000371137	182
1599	chr2	133014943	133015508	.	106	.	3.367	17.246	8.34904e-16	272
1599	chr2	133016412	133017516	.	102	.	2.402	19.866	2.38809e-18	712
1599	chr2	133018549	133021353	.	103	.	2.486	40.423	2.05591e-38	461
1599	chr2	133021795	133031937	.	103	.	2.573	149.774	0	8048
1599	chr2	133032307	133035397	.	100	.	1.824	14.918	0.000000000000153599	2431
1600	chr2	133104672	133105091	.	158	.	15.882	18.267	8.50511e-17	224
1620	chr2	135675794	135676443	.	160	.	16.323	19.629	4.04438e-18	469
1627	chr2	136634013	136634399	.	194	.	24.504	19.26	9.20505e-18	198
1732	chr2	150444115	150444517	.	148	.	13.445	17.183	9.60855e-16	218
1806	chr2	160143230	160143569	.	137	.	10.804	9.971	0.00000000930429	153
1840	chr2	164592353	164592724	.	151	.	14.118	12.343	0.0000000000475593	187
1886	chr2	170655116	170655495	.	161	.	16.423	16.946	0.00000000000000163965	193
1894	chr2	171627064	171627416	.	171	.	18.908	11.559	0.000000000272394	196
1946	chr2	178483492	178483921	.	198	.	25.462	24.912	2.90452e-23	197
1988	chr2	183988880	183989237	.	158	.	15.882	14.257	0.000000000000668516	178
2014	chr2	187350443	187351081	.	136	.	10.588	13.754	0.00000000000205298	454
2038	chr2	190525812	190526335	.	293	.	48.403	67.232	0	243
2039	chr2	190649006	190649392	.	139	.	11.345	9.386	0.0000000335764	235
2048	chr2	191885010	191885388	.	209	.	28.091	32.082	2.90456e-30	192
2084	chr2	196521398	196522006	.	151	.	14.129	29.242	1.7547e-27	358
2091	chr2	197503980	197504578	.	157	.	15.558	15.853	0.0000000000000189758	409
2094	chr2	197791359	197791670	.	143	.	12.101	8.069	0.000000604931	148
2097	chr2	198299628	198299999	.	136	.	10.42	12.388	0.0000000000431118	174
2098	chr2	198317856	198318420	.	128	.	8.571	9.547	0.0000000236147	134
2098	chr2	198364666	198365263	.	141	.	11.794	14.276	0.000000000000641503	409
2099	chr2	198569488	198570255	.	198	.	25.462	24.912	2.90809e-23	600
2116	chr2	200775585	200775978	.	168	.	18.151	11.007	0.000000000926495	169
2140	chr2	203879257	203879597	.	199	.	25.714	16.597	0.00000000000000356091	194
2169	chr2	207629876	207630269	.	188	.	23.054	9.968	0.00000000933935	196
2240	chr2	216973685	216974201	.	214	.	29.37	58.134	0	250
2240	chr2	216979392	216979935	.	120	.	6.597	24.717	4.50096e-23	206
2243	chr2	217363346	217363718	.	147	.	13.147	8.857	0.000000107514	207
2256	chr2	219081593	219081930	.	144	.	12.317	11.815	0.000000000154226	196
2259	chr2	219432927	219433535	.	144	.	12.449	18.251	8.80996e-17	324
2260	chr2	219575282	219575691	.	135	.	10.156	9.192	0.0000000515056	167
2263	chr2	220042643	220043071	.	117	.	5.95	9.162	0.0000000547579	232
2290	chr2	223520621	223521035	.	291	.	47.829	27.767	4.80445e-26	199
2329	chr2	228645899	228646286	.	145	.	12.749	12.347	0.0000000000473285	194
2359	chr2	232526918	232527288	.	172	.	19.16	17.86	2.12612e-16	189
2359	chr2	232572883	232573260	.	128	.	8.625	11.54	0.000000000282986	191
2365	chr2	233415134	233415523	.	141	.	11.669	11.021	0.000000000901495	162
2366	chr2	233561649	233561974	.	221	.	30.968	13.654	0.00000000000255987	185
2410	chr2	239228676	239229293	.	135	.	10.21	10.313	0.00000000435289	452
2418	chr2	240322903	240323582	.	132	.	9.508	8.42	0.000000279432	489
2431	chr2	242089586	242089952	.	168	.	18.151	13.434	0.00000000000417847	191
2433	chr2	242254961	242255354	.	171	.	18.908	22.651	4.62754e-21	194
2434	chr2	242447954	242448313	.	212	.	28.739	9.127	0.0000000593292	190
622	chr3	4909978	4910506	.	149	.	13.549	22.533	6.0015e-21	195
653	chr3	9005084	9005457	.	162	.	16.881	21.824	2.9641e-20	180
660	chr3	9885300	9885996	.	139	.	11.312	20.442	6.59684e-19	403
660	chr3	9932150	9932456	.	136	.	10.442	7.91	0.000000856668	120
661	chr3	9988051	9988346	.	165	.	17.403	11.559	0.000000000271839	143
662	chr3	10157121	10157513	.	245	.	36.795	37.227	2.84398e-35	195
662	chr3	10183178	10183543	.	179	.	20.883	16.746	0.00000000000000255277	176
