#bin	chrom	chromStart	chromEnd	name	score	strand	signalValue	pValue	qValue	peak
643	chr1	7610987	7611697	.	107	.	4.423	28.924	2.28887e-28	277
646	chr1	8021203	8021951	.	103	.	2.648	27.428	6.76701e-27	362
646	chr1	8077593	8078042	.	142	.	18.872	34.513	7.25629e-34	240
646	chr1	8107716	8108170	.	122	.	10.793	13.754	0.000000000000168584	264
646	chr1	8121236	8121555	.	119	.	9.325	11.944	0.00000000000975633	171
647	chr1	8137282	8137750	.	108	.	4.934	15.661	0.00000000000000232068	231
647	chr1	8176675	8177326	.	105	.	3.499	10.332	0.000000000357408	513
647	chr1	8193235	8193648	.	106	.	4.005	10.539	0.000000000225208	199
647	chr1	8254595	8255439	.	118	.	9.128	26.842	2.54594e-26	452
648	chr1	8257651	8258297	.	102	.	2.5	9.722	0.0000000013904	332
648	chr1	8264436	8265084	.	117	.	8.531	38.783	4.48269e-38	287
648	chr1	8271867	8272538	.	104	.	3.087	14.3	0.0000000000000495574	360
648	chr1	8278770	8279223	.	109	.	5.067	12.05	0.00000000000769796	257
648	chr1	8317650	8318137	.	116	.	8.234	15.896	0.00000000000000136626	297
648	chr1	8319140	8320002	.	111	.	6.185	17.985	1.23848e-17	238
651	chr1	8686339	8687041	.	162	.	27.014	53.025	0	318
652	chr1	8793537	8793926	.	124	.	11.398	15.59	0.00000000000000271829	157
653	chr1	8949203	8950401	.	107	.	4.417	22.595	3.75845e-22	1000
653	chr1	8963667	8964623	.	163	.	27.656	173.803	0	484
653	chr1	8999620	9000026	.	124	.	11.546	15.855	0.00000000000000149861	236
654	chr1	9065099	9065745	.	114	.	7.312	40.644	6.53636e-40	255
654	chr1	9138680	9139539	.	107	.	4.441	17.31	5.65455e-17	598
654	chr1	9140505	9141303	.	118	.	8.84	38.442	9.72041e-38	424
654	chr1	9170618	9171363	.	109	.	5.388	49.557	0	304
656	chr1	9350296	9350947	.	104	.	3.217	10.03	0.000000000699088	389
656	chr1	9363001	9363502	.	106	.	3.978	9.7	0.00000000145905	239
657	chr1	9488780	9489385	.	103	.	2.895	16.914	1.38422e-16	304
657	chr1	9536793	9537633	.	143	.	19.391	59.974	0	366
659	chr1	9749007	9749795	.	103	.	2.633	14.551	0.0000000000000281674	321
659	chr1	9825812	9826299	.	122	.	10.658	22.888	1.94099e-22	236
660	chr1	9884475	9886102	.	105	.	3.446	29.001	1.92416e-28	1269
661	chr1	10002605	10003684	.	103	.	2.659	14.519	0.0000000000000302547	888
665	chr1	10487938	10488584	.	148	.	21.22	117.322	0	325
668	chr1	10891025	10891527	.	111	.	6.044	14.597	0.0000000000000254088	230
669	chr1	11025853	11026336	.	111	.	6.245	20.597	3.44081e-20	203
670	chr1	11194272	11195224	.	117	.	8.474	39.978	2.97939e-39	340
673	chr1	11544033	11544856	.	111	.	5.89	27.807	2.87731e-27	275
674	chr1	11713067	11714023	.	106	.	4.102	21.57	3.8178e-21	233
675	chr1	11850719	11851563	.	104	.	3.223	23.468	5.23512e-23	458
675	chr1	11862618	11863880	.	103	.	2.929	21.74	2.59924e-21	242
675	chr1	11919367	11919776	.	105	.	3.577	11.601	0.0000000000210609	160
676	chr1	11967753	11968154	.	106	.	4.049	10.745	0.000000000142091	154
678	chr1	12192067	12193609	.	127	.	12.884	156.471	0	339
678	chr1	12203498	12204643	.	109	.	5.356	37.358	1.13987e-36	347
678	chr1	12221258	12222704	.	104	.	3.021	31.625	5.04596e-31	747
678	chr1	12230017	12230683	.	105	.	3.731	12.581	0.00000000000234562	489
680	chr1	12538128	12538881	.	107	.	4.567	30.632	4.79784e-30	376
680	chr1	12540769	12541391	.	118	.	8.789	34.127	1.74253e-33	287
681	chr1	12599130	12600777	.	111	.	5.976	94.551	0	1072
681	chr1	12640189	12640732	.	106	.	4.16	18.39	4.97707e-18	231
681	chr1	12655894	12656784	.	102	.	2.347	11.417	0.0000000000317959	191
704	chr1	15676619	15677390	.	102	.	2.494	9.706	0.00000000143944	559
704	chr1	15683335	15683756	.	119	.	9.21	20.391	5.46391e-20	206
705	chr1	15756149	15756702	.	103	.	2.676	9.986	0.000000000772357	285
705	chr1	15786303	15787057	.	129	.	13.322	48.676	0	365
705	chr1	15789269	15790337	.	116	.	8.01	63.055	0	797
705	chr1	15850557	15852075	.	102	.	2.236	14.483	0.0000000000000327848	657
707	chr1	16006782	16008052	.	112	.	6.316	38.73	5.0521e-38	536
707	chr1	16089045	16089512	.	127	.	12.653	31.341	9.61664e-31	258
707	chr1	16107059	16107623	.	107	.	4.47	18.373	5.16923e-18	338
707	chr1	16114669	16115041	.	122	.	10.687	19.658	2.86028e-19	195
708	chr1	16125460	16127886	.	117	.	8.362	222.052	0	1325
709	chr1	16333444	16333965	.	125	.	12.069	42.791	4.9662e-42	336
710	chr1	16402505	16404098	.	106	.	3.887	56.039	0	1065
710	chr1	16466004	16466588	.	105	.	3.677	16.052	9.63331e-16	390
710	chr1	16469764	16473097	.	113	.	6.951	315.448	0	2001
710	chr1	16473421	16474149	.	103	.	2.851	10.283	0.000000000398437	554
710	chr1	16482422	16482955	.	105	.	3.612	20.354	5.94054e-20	291
710	chr1	16485407	16486134	.	112	.	6.678	60.003	0	472
710	chr1	16499495	16501278	.	111	.	6.157	149.241	0	721
710	chr1	16502250	16503068	.	105	.	3.731	24.708	3.15735e-24	330
710	chr1	16505196	16505802	.	109	.	5.075	13.141	0.000000000000666423	140
710	chr1	16508140	16509025	.	103	.	2.906	16.455	3.89443e-16	562
711	chr1	16515349	16516008	.	125	.	11.883	57.678	0	302
711	chr1	16533359	16534912	.	101	.	1.986	10.816	0.000000000121516	1067
711	chr1	16562685	16563730	.	103	.	2.781	17.797	1.89501e-17	453
714	chr1	16947490	16948037	.	107	.	4.583	42.427	1.13421e-41	272
716	chr1	17277888	17278545	.	124	.	11.286	71.768	0	408
718	chr1	17489382	17489903	.	107	.	4.246	12.859	0.00000000000125626	199
718	chr1	17519056	17519676	.	114	.	7.176	35.989	2.55944e-35	368
718	chr1	17520069	17520843	.	105	.	3.772	16.593	2.85517e-16	447
718	chr1	17533775	17536223	.	105	.	3.732	58.622	0	980
718	chr1	17538318	17538888	.	111	.	5.889	26.476	5.827e-26	338
718	chr1	17552847	17553284	.	106	.	4.095	9.477	0.00000000240013	198
718	chr1	17559404	17560799	.	114	.	7.14	109.987	0	1011
89	chr1	17563047	17564178	.	109	.	5.256	56.038	0	385
719	chr1	17576997	17577606	.	105	.	3.408	18.309	5.97117e-18	293
719	chr1	17600463	17601047	.	108	.	4.721	23.054	1.33345e-22	368
719	chr1	17602990	17603524	.	107	.	4.495	19.853	1.83922e-19	260
719	chr1	17613762	17614565	.	119	.	9.367	73.785	0	375
719	chr1	17630674	17631311	.	117	.	8.663	35.735	4.54662e-35	220
720	chr1	17818276	17818634	.	112	.	6.579	12.507	0.00000000000276858	169
722	chr1	18051615	18052142	.	108	.	4.979	10.115	0.000000000580378	245
735	chr1	19777408	19777792	.	123	.	10.909	16.999	1.14319e-16	197
11	chr1	19922918	19924222	.	102	.	2.542	19.731	2.42671e-19	785
737	chr1	19966590	19967730	.	106	.	4.121	27.258	9.95089e-27	765
738	chr1	20125925	20127053	.	103	.	2.907	20.587	3.51849e-20	295
739	chr1	20190359	20191006	.	106	.	4.005	10.539	0.000000000225185	457
741	chr1	20539374	20539830	.	104	.	3.375	10.871	0.000000000107504	194
744	chr1	20857403	20857882	.	118	.	8.881	21.751	2.53657e-21	270
744	chr1	20938166	20939359	.	122	.	10.679	58.279	0	645
744	chr1	20939724	20941061	.	116	.	8.24	57.805	0	650
745	chr1	21022879	21024005	.	110	.	5.868	79.515	0	680
746	chr1	21112386	21114047	.	102	.	2.187	15.9	0.00000000000000135486	1051
748	chr1	21390571	21390887	.	146	.	20.476	18.871	1.68168e-18	133
750	chr1	21640722	21641143	.	107	.	4.391	10.725	0.000000000148439	174
750	chr1	21643678	21644230	.	103	.	2.855	12.423	0.00000000000333789	318
750	chr1	21650836	21651559	.	105	.	3.46	18.878	1.6572e-18	404
750	chr1	21655818	21656375	.	106	.	3.865	10.173	0.000000000509713	298
750	chr1	21662041	21662836	.	127	.	12.582	107.357	0	454
750	chr1	21664250	21666964	.	103	.	2.67	26.947	2.00973e-26	1588
750	chr1	21671144	21672827	.	102	.	2.526	22.849	2.12049e-22	1208
752	chr1	21953041	21953903	.	113	.	6.744	88.03	0	409
752	chr1	21955426	21956187	.	103	.	2.868	9.588	0.00000000186976	265
753	chr1	22130268	22130585	.	125	.	12.02	12.127	0.00000000000648561	147
754	chr1	22188272	22188958	.	114	.	7.164	39.419	1.05798e-38	312
754	chr1	22196023	22196759	.	118	.	8.979	82.519	0	416
754	chr1	22246648	22247764	.	105	.	3.545	17.669	2.52519e-17	273
754	chr1	22257358	22258445	.	103	.	2.87	14.384	0.0000000000000410413	414
755	chr1	22283001	22283992	.	115	.	7.671	89.58	0	367
762	chr1	23297971	23298548	.	113	.	7.031	21.831	2.11608e-21	206
762	chr1	23323917	23324546	.	130	.	13.815	23.336	7.04838e-23	443
764	chr1	23523147	23523830	.	115	.	7.569	37.7	5.23194e-37	294
765	chr1	23669810	23671417	.	101	.	1.981	10.891	0.000000000102708	530
765	chr1	23694191	23695920	.	102	.	2.191	17.855	1.66218e-17	541
95	chr1	23854624	23855262	.	106	.	3.886	20.157	9.28112e-20	318
767	chr1	23855895	23858084	.	101	.	1.819	11.252	0.0000000000458373	1504
767	chr1	23866105	23866654	.	104	.	3.053	13.534	0.000000000000276028	283
767	chr1	23880910	23883712	.	104	.	3.039	39.83	4.16479e-39	770
767	chr1	23888064	23889242	.	110	.	5.486	46.84	0	922
767	chr1	23911844	23912553	.	109	.	5.147	20.638	3.13635e-20	325
767	chr1	23919452	23920829	.	133	.	15.281	151.296	0	787
767	chr1	23977619	23978109	.	110	.	5.533	22.036	1.33246e-21	229
769	chr1	24194239	24195080	.	106	.	4.016	35.721	4.69407e-35	571
769	chr1	24231182	24231564	.	118	.	8.778	10.418	0.000000000294397	250
770	chr1	24285434	24286662	.	102	.	2.476	16.371	4.6965e-16	199
770	chr1	24349206	24349648	.	109	.	5.329	10.141	0.000000000547401	243
770	chr1	24369819	24370164	.	136	.	16.391	14.496	0.0000000000000318508	155
770	chr1	24372750	24373972	.	102	.	2.432	9.681	0.00000000152186	410
772	chr1	24528408	24529122	.	104	.	3.235	13.543	0.000000000000270499	276
772	chr1	24592802	24593508	.	109	.	5.088	21.885	1.87248e-21	281
772	chr1	24620084	24622084	.	121	.	10.414	112.474	0	1451
773	chr1	24648106	24649079	.	104	.	3.222	13.266	0.0000000000005025	223
773	chr1	24691737	24692342	.	110	.	5.696	11.468	0.0000000000283856	292
773	chr1	24741859	24742579	.	108	.	4.682	38.042	2.4115e-37	260
774	chr1	24841895	24842421	.	122	.	10.731	44.97	3.50325e-44	317
774	chr1	24889201	24889576	.	125	.	11.965	19.351	5.7086e-19	206
775	chr1	25010158	25010604	.	128	.	13.044	29.484	6.42687e-29	208
775	chr1	25014872	25015729	.	113	.	6.704	48.309	0	389
776	chr1	25070286	25070804	.	111	.	6.044	17.851	1.67705e-17	197
776	chr1	25071282	25072955	.	102	.	2.213	14.061	0.0000000000000848288	484
778	chr1	25343938	25344958	.	103	.	2.96	14.389	0.0000000000000405767	263
780	chr1	25566107	25566737	.	102	.	2.335	10.247	0.000000000432104	337
780	chr1	25573318	25574549	.	106	.	4.133	76.601	0	775
780	chr1	25579229	25579654	.	109	.	5.057	10.962	0.0000000000876787	195
782	chr1	25864568	25865393	.	109	.	5.295	37.768	4.49191e-37	556
782	chr1	25875714	25876555	.	111	.	5.89	55.252	0	464
782	chr1	25894723	25895852	.	112	.	6.38	75.345	0	354
782	chr1	25899251	25900919	.	108	.	4.98	69.709	0	1018
784	chr1	26099981	26100433	.	114	.	7.131	16.514	3.41294e-16	173
784	chr1	26185228	26186339	.	112	.	6.46	92.71	0	679
785	chr1	26218897	26219469	.	120	.	9.974	53.074	0	261
786	chr1	26420458	26421945	.	121	.	10.416	109.57	0	1023
787	chr1	26504544	26505121	.	107	.	4.404	14.131	0.0000000000000724751	247
788	chr1	26624565	26625091	.	108	.	4.934	13.095	0.000000000000740091	331
788	chr1	26627076	26627808	.	109	.	5.181	23.642	3.53147e-23	512
788	chr1	26629269	26629870	.	113	.	6.719	12.106	0.00000000000679472	205
788	chr1	26632239	26633294	.	104	.	3.02	24.346	7.18126e-24	629
788	chr1	26675709	26676116	.	129	.	13.36	27.89	2.38359e-27	181
788	chr1	26683585	26684155	.	104	.	3.18	14.005	0.0000000000000961158	354
788	chr1	26685161	26685675	.	112	.	6.488	19.414	4.95579e-19	244
788	chr1	26713822	26714261	.	114	.	7.132	17.627	2.77611e-17	230
789	chr1	26826592	26828223	.	103	.	2.806	36.088	2.04365e-35	514
789	chr1	26856288	26858022	.	102	.	2.25	15.417	0.00000000000000400693	733
790	chr1	26946743	26948211	.	101	.	1.835	9.751	0.00000000130268	501
792	chr1	27187874	27188965	.	108	.	5.01	34.407	9.23121e-34	195
792	chr1	27216053	27216975	.	103	.	2.603	20.871	1.85467e-20	652
793	chr1	27325411	27326340	.	112	.	6.425	29.442	7.05802e-29	659
793	chr1	27336113	27336920	.	105	.	3.57	16.309	5.40872e-16	302
793	chr1	27337195	27337895	.	103	.	2.735	12.115	0.00000000000666582	375
794	chr1	27468684	27469374	.	108	.	4.934	13.095	0.000000000000740179	494
795	chr1	27648241	27649113	.	103	.	2.668	19.708	2.55524e-19	264
796	chr1	27693200	27693823	.	102	.	2.21	10.349	0.000000000344097	300
797	chr1	27844582	27845147	.	106	.	4.154	19.859	1.8149e-19	295
797	chr1	27851966	27852830	.	104	.	3.207	20.396	5.40324e-20	614
797	chr1	27866456	27867394	.	115	.	7.917	77.611	0	558
797	chr1	27883263	27884804	.	101	.	2.085	11.66	0.0000000000184718	180
798	chr1	27983061	27983526	.	113	.	7.093	11.314	0.0000000000399887	280
798	chr1	27985164	27986495	.	107	.	4.232	41.332	1.3687e-40	359
798	chr1	27998730	27999283	.	107	.	4.441	11.788	0.0000000000138274	267
798	chr1	28013049	28013756	.	105	.	3.447	16.711	2.1901e-16	322
799	chr1	28051850	28052967	.	103	.	2.785	27.015	1.72122e-26	317
802	chr1	28471092	28471494	.	123	.	10.855	16.999	1.14336e-16	179
802	chr1	28520027	28520714	.	103	.	2.76	10.296	0.000000000387299	443
803	chr1	28613885	28614260	.	112	.	6.449	9.634	0.00000000168484	207
803	chr1	28696041	28696850	.	104	.	3.127	25.12	1.24605e-24	514
804	chr1	28776464	28776816	.	118	.	8.775	15.034	0.00000000000000948499	183
805	chr1	28907858	28908857	.	102	.	2.497	15.511	0.0000000000000032442	659
806	chr1	28974584	28975747	.	103	.	2.652	14.486	0.0000000000000325675	290
806	chr1	29062955	29064681	.	103	.	2.616	26.007	1.68052e-25	247
808	chr1	29292020	29292465	.	131	.	14.21	20.677	2.87406e-20	203
809	chr1	29432368	29432719	.	113	.	6.938	12.433	0.00000000000326563	155
810	chr1	29507596	29508851	.	105	.	3.407	44.222	1.90577e-43	926
810	chr1	29562686	29566504	.	103	.	2.745	74.475	0	3263
815	chr1	30181738	30182868	.	108	.	5.02	40.322	1.3588e-39	387
817	chr1	30531698	30532320	.	121	.	10.178	26.633	4.09056e-26	297
823	chr1	31270534	31271822	.	104	.	3.267	22.509	4.56234e-22	557
823	chr1	31289334	31289797	.	112	.	6.526	15.448	0.00000000000000373543	173
823	chr1	31296695	31297585	.	101	.	2.056	9.798	0.00000000117151	327
825	chr1	31575253	31575712	.	106	.	4.005	10.539	0.000000000225162	177
826	chr1	31625219	31625652	.	112	.	6.376	17.351	5.15668e-17	198
828	chr1	31889007	31889565	.	112	.	6.313	14.021	0.0000000000000927673	398
829	chr1	32040597	32042197	.	103	.	2.887	23.736	2.85674e-23	758
829	chr1	32049606	32050223	.	108	.	4.67	22.621	3.54547e-22	236
830	chr1	32131787	32132502	.	103	.	2.775	12.094	0.00000000000697805	454
830	chr1	32166269	32167409	.	111	.	6.257	69.287	0	832
831	chr1	32253706	32254669	.	104	.	3.304	28.25	1.05612e-27	445
832	chr1	32403833	32404571	.	112	.	6.535	71.692	0	302
833	chr1	32528029	32528605	.	107	.	4.3	14.346	0.0000000000000447081	259
834	chr1	32701478	32702132	.	116	.	8.255	19.985	1.36642e-19	465
834	chr1	32708093	32708490	.	114	.	7.401	26.628	4.13699e-26	180
835	chr1	32798408	32798714	.	113	.	6.753	11.949	0.00000000000965641	157
836	chr1	33004626	33005245	.	120	.	9.745	58.716	0	366
837	chr1	33055320	33055887	.	123	.	11.101	23.893	2.00134e-23	260
838	chr1	33167773	33170016	.	106	.	4.147	77.44	0	1078
838	chr1	33177709	33178249	.	105	.	3.7	18.979	1.31973e-18	253
838	chr1	33224612	33226163	.	106	.	4.083	54.806	0	551
838	chr1	33240796	33241240	.	113	.	6.76	21.632	3.31596e-21	246
838	chr1	33282534	33284122	.	104	.	3.221	45.26	1.82169e-44	452
839	chr1	33338238	33338709	.	113	.	6.92	29.626	4.67109e-29	246
840	chr1	33457979	33458648	.	104	.	3.359	10.956	0.00000000008888	182
840	chr1	33513400	33513779	.	126	.	12.342	13.97	0.000000000000103882	151
840	chr1	33526213	33526803	.	129	.	13.322	33.478	7.55612e-33	350
841	chr1	33629114	33629536	.	112	.	6.526	15.448	0.00000000000000373492	215
105	chr1	33684802	33687189	.	118	.	8.827	144.034	0	2006
843	chr1	33899318	33899755	.	113	.	6.872	21.101	1.10271e-20	195
853	chr1	35161802	35162183	.	111	.	6.069	12.441	0.0000000000032108	175
853	chr1	35220320	35221367	.	106	.	3.84	28.655	4.2167e-28	713
853	chr1	35228110	35229648	.	103	.	2.874	17.489	3.78175e-17	451
854	chr1	35309768	35310184	.	112	.	6.594	15.688	0.0000000000000021838	198
855	chr1	35450177	35451260	.	103	.	2.599	10.676	0.000000000165512	797
861	chr1	36184258	36185030	.	103	.	2.721	17.586	3.04541e-17	515
862	chr1	36396258	36397546	.	101	.	2.13	13.941	0.000000000000110779	670
864	chr1	36620797	36621980	.	104	.	3.321	30.405	8.00677e-30	679
865	chr1	36771419	36772145	.	103	.	2.794	11.112	0.0000000000626765	227
866	chr1	36952425	36952987	.	107	.	4.417	22.595	3.75774e-22	361
874	chr1	37941920	37943853	.	102	.	2.196	13.347	0.00000000000041941	192
878	chr1	38455093	38456155	.	104	.	3.004	32.592	5.63318e-32	781
879	chr1	38588871	38589468	.	120	.	9.816	25.663	3.65101e-25	334
887	chr1	39649167	39649891	.	114	.	7.165	34.752	4.22258e-34	277
890	chr1	40041941	40042807	.	106	.	3.935	23.318	7.33507e-23	600
891	chr1	40142479	40143283	.	124	.	11.577	86.879	0	330
892	chr1	40358791	40359215	.	121	.	10.213	13.494	0.000000000000301519	249
893	chr1	40446048	40446731	.	119	.	9.394	30.497	6.50559e-30	334
900	chr1	41327665	41328678	.	104	.	3.025	22.511	4.54225e-22	613
900	chr1	41329190	41330033	.	123	.	11.13	76.033	0	241
900	chr1	41331345	41332695	.	125	.	11.711	107.039	0	447
900	chr1	41341359	41341733	.	111	.	6.28	9.808	0.00000000114779	184
900	chr1	41364049	41364674	.	103	.	2.921	11.786	0.0000000000138882	355
900	chr1	41367500	41368157	.	105	.	3.486	17.093	9.24517e-17	294
900	chr1	41372731	41373218	.	127	.	12.582	24.405	6.27549e-24	196
900	chr1	41409892	41411087	.	126	.	12.427	81.587	0	245
902	chr1	41575223	41575990	.	125	.	11.894	45.45	1.12104e-44	559
903	chr1	41706870	41708590	.	101	.	2.056	13.744	0.00000000000017234	760
904	chr1	41837371	41838349	.	110	.	5.51	46.485	1.4013e-45	694
904	chr1	41846619	41848679	.	102	.	2.287	21.339	6.43251e-21	340
904	chr1	41942311	41942931	.	105	.	3.78	15.099	0.00000000000000820564	262
905	chr1	41979836	41982397	.	113	.	7.053	199.404	0	428
906	chr1	42130647	42131371	.	115	.	7.577	35.854	3.47353e-35	436
906	chr1	42137538	42138493	.	114	.	7.468	55.002	0	534
907	chr1	42317202	42317636	.	109	.	5.279	14.65	0.0000000000000225453	236
908	chr1	42366240	42366907	.	116	.	8.107	41.68	6.21041e-41	294
908	chr1	42367743	42368375	.	123	.	11.151	44.154	2.22806e-43	301
908	chr1	42420146	42420586	.	120	.	9.621	19.719	2.49302e-19	268
908	chr1	42421150	42421726	.	106	.	3.932	9.497	0.00000000229424	152
910	chr1	42630964	42632066	.	122	.	10.444	145.092	0	646
910	chr1	42675150	42676038	.	113	.	6.753	34.434	8.68271e-34	473
916	chr1	43401924	43403253	.	103	.	2.634	16.272	5.87634e-16	258
916	chr1	43473880	43474552	.	106	.	3.918	10.128	0.000000000563593	489
916	chr1	43487183	43487797	.	111	.	6.205	16.641	2.56234e-16	213
918	chr1	43672307	43673720	.	106	.	3.899	22.913	1.8349e-22	350
918	chr1	43758812	43759992	.	110	.	5.606	42.223	1.80305e-41	943
919	chr1	43786783	43787605	.	115	.	7.568	52.926	0	351
919	chr1	43823611	43825332	.	102	.	2.453	20.579	3.58013e-20	243
920	chr1	43918889	43919984	.	103	.	2.598	11.038	0.0000000000739943	439
920	chr1	44022438	44022981	.	107	.	4.388	10.294	0.000000000388587	292
922	chr1	44249231	44249787	.	138	.	17.269	46.523	1.4013e-45	247
922	chr1	44300547	44301276	.	123	.	11.189	50.779	0	358
115	chr1	44302044	44302527	.	106	.	4.092	10.952	0.0000000000896931	196
923	chr1	44350922	44351602	.	108	.	4.821	28.8	3.03245e-28	362
923	chr1	44395182	44395946	.	129	.	13.599	91.788	0	265
924	chr1	44495513	44496547	.	103	.	2.85	24.71	3.1435e-24	323
924	chr1	44525548	44525911	.	120	.	9.621	9.802	0.00000000116242	175
925	chr1	44579556	44579925	.	107	.	4.498	9.866	0.00000000100573	151
925	chr1	44619707	44620022	.	123	.	11.101	15.063	0.00000000000000889942	130
926	chr1	44793253	44794209	.	140	.	18.168	171.326	0	473
926	chr1	44825166	44825658	.	115	.	7.805	20.095	1.06504e-19	253
928	chr1	45053400	45053921	.	105	.	3.523	11.829	0.0000000000126399	285
929	chr1	45096968	45098012	.	104	.	3.204	31.473	7.13307e-31	351
930	chr1	45265267	45266200	.	109	.	5.301	82.198	0	547
930	chr1	45272188	45274022	.	107	.	4.332	82.03	0	812
934	chr1	45769110	45770102	.	102	.	2.496	13.978	0.000000000000102063	650
934	chr1	45794936	45795588	.	121	.	10.011	63.166	0	416
934	chr1	45815064	45815495	.	111	.	6.182	21.703	2.82258e-21	201
934	chr1	45860767	45861152	.	130	.	14.016	13.956	0.000000000000107058	194
936	chr1	46016018	46016875	.	111	.	6.285	79.725	0	410
936	chr1	46049247	46050826	.	102	.	2.372	20.713	2.65057e-20	1191
937	chr1	46215870	46216614	.	102	.	2.486	13.236	0.000000000000537858	438
939	chr1	46502577	46503345	.	110	.	5.82	49.538	0	313
939	chr1	46505165	46505667	.	122	.	10.773	25.282	8.64516e-25	231
940	chr1	46593922	46594441	.	121	.	10.044	18.101	9.5496e-18	258
940	chr1	46600412	46601492	.	132	.	14.654	83.919	0	437
940	chr1	46636896	46637939	.	106	.	3.904	28.6	4.77191e-28	368
940	chr1	46648771	46649418	.	115	.	7.6	44.329	1.49939e-43	221
941	chr1	46671301	46671846	.	108	.	4.791	15.862	0.00000000000000147527	267
943	chr1	46987806	46988570	.	105	.	3.468	15.606	0.00000000000000262176	315
944	chr1	47069414	47070478	.	109	.	5.456	70.533	0	613
944	chr1	47077241	47078029	.	111	.	6.254	50.363	0	387
944	chr1	47082213	47083042	.	104	.	2.987	17.615	2.85172e-17	258
944	chr1	47087989	47088452	.	113	.	6.753	11.949	0.00000000000965748	282
944	chr1	47184302	47185139	.	102	.	2.317	10.538	0.000000000225613	414
947	chr1	47573576	47573839	.	189	.	38.485	13.084	0.000000000000758624	103
