#bin	chrom	chromStart	chromEnd	name	score	strand	signalValue	pValue	qValue	peak
712	chr1	16676561	16676881	.	407	.	3.80786	3.86719	3.07453	184
713	chr1	16840288	16840919	.	766	.	6.15605	14.8953	13.3165	302
714	chr1	16930934	16931187	.	398	.	4.7145	3.57263	2.81937	136
715	chr1	17053637	17054186	.	385	.	2.31192	3.12026	2.42978	185
716	chr1	17222494	17223641	.	908	.	5.93846	19.1269	17.3759	264
716	chr1	17230828	17232279	.	706	.	2.39991	13.1143	11.6251	1008
717	chr1	17330412	17330727	.	426	.	4.79509	4.46362	3.60252	187
718	chr1	17454814	17455311	.	685	.	4.02546	12.4677	11.0101	219
718	chr1	17534584	17534880	.	402	.	3.09389	3.68873	2.91889	129
719	chr1	17603118	17603351	.	405	.	5.83873	3.80862	3.02382	136
719	chr1	17613951	17614372	.	384	.	3.08256	3.08579	2.40151	254
719	chr1	17630724	17630987	.	383	.	3.3463	3.08143	2.39834	74
719	chr1	17674584	17675266	.	992	.	6.68817	21.6323	19.787	448
720	chr1	17767384	17768494	.	439	.	1.98438	4.9022	3.99486	696
720	chr1	17786564	17787368	.	1000	.	8.00204	24.7829	22.8342	197
720	chr1	17802248	17802770	.	373	.	1.93733	2.7274	2.09954	187
723	chr1	18095054	18095293	.	384	.	6.34644	3.11241	2.42406	87
732	chr1	19337560	19338108	.	467	.	3.44521	5.76991	4.77958	193
737	chr1	19943124	19943324	.	378	.	5.95819	2.88614	2.23389	132
737	chr1	19966497	19967105	.	389	.	2.35725	3.2678	2.55518	180
737	chr1	19967529	19967738	.	384	.	5.07715	3.11241	2.42409	103
737	chr1	19969643	19969972	.	447	.	4.33673	5.13259	4.20218	192
738	chr1	20092116	20092446	.	417	.	3.00621	4.17226	3.34476	149
739	chr1	20190277	20190719	.	1000	.	12.3544	30.0085	27.9199	199
740	chr1	20429345	20429630	.	382	.	3.80786	3.02728	2.35219	119
742	chr1	20606825	20607044	.	405	.	7.29841	3.80862	3.02386	99
744	chr1	20928007	20928365	.	444	.	3.58387	5.05976	4.13807	178
746	chr1	21174042	21174450	.	1000	.	11.6775	27.879	25.8445	185
747	chr1	21348504	21349498	.	562	.	2.35053	8.71213	7.48613	380
748	chr1	21476243	21477041	.	412	.	2.13348	4.02387	3.21219	245
749	chr1	21501198	21502083	.	414	.	1.94487	4.10455	3.28394	203
749	chr1	21587985	21588613	.	407	.	2.53857	3.88002	3.08437	463
750	chr1	21651052	21651644	.	402	.	2.0958	3.70918	2.93667	286
750	chr1	21655872	21656218	.	378	.	2.15779	2.91288	2.25266	174
750	chr1	21664634	21665031	.	511	.	3.86831	7.14671	6.03631	197
751	chr1	21778542	21778685	.	398	.	32.4476	3.58603	2.82806	77
751	chr1	21872559	21872915	.	708	.	11.7863	13.1765	11.684	146
752	chr1	21965080	21965515	.	376	.	1.95037	2.84184	2.19466	194
753	chr1	22091184	22091858	.	611	.	3.39534	10.2193	8.89737	373
754	chr1	22188550	22188867	.	396	.	3.01456	3.5079	2.7627	169
761	chr1	23160977	23161053	.	379	.	13.6148	2.92998	2.269	70
763	chr1	23426679	23427096	.	439	.	3.11552	4.89131	3.98703	164
763	chr1	23427921	23428445	.	553	.	3.80786	8.46329	7.25443	187
764	chr1	23523192	23523761	.	480	.	2.98897	6.19395	5.16478	362
764	chr1	23551206	23551819	.	530	.	4.04963	7.75747	6.59752	452
765	chr1	23609366	23609884	.	473	.	2.63377	5.96669	4.95714	292
766	chr1	23730076	23730838	.	391	.	2.00265	3.33575	2.61466	220
766	chr1	23805440	23805896	.	439	.	2.53857	4.87938	3.97573	260
767	chr1	23881825	23884240	.	614	.	2.06587	10.3061	8.97872	1507
767	chr1	23885906	23886581	.	405	.	2.41165	3.79953	3.01745	132
767	chr1	23888782	23889571	.	467	.	2.91936	5.78213	4.78829	503
767	chr1	23911931	23912633	.	746	.	3.46169	14.3102	12.761	344
767	chr1	23943646	23944115	.	452	.	3.06744	5.31091	4.36519	315
767	chr1	23956527	23956727	.	398	.	5.58487	3.57387	2.8182	126
767	chr1	23961498	23962234	.	393	.	2.09432	3.4146	2.68078	210
770	chr1	24345311	24345735	.	485	.	3.62654	6.35115	5.30592	186
772	chr1	24518450	24518698	.	398	.	3.41731	3.5722	2.82115	135
772	chr1	24563148	24563621	.	437	.	3.56987	4.82223	3.92462	174
772	chr1	24592889	24593384	.	440	.	2.70781	4.92579	4.01533	221
772	chr1	24603283	24603670	.	452	.	2.96167	5.30927	4.36404	152
772	chr1	24610225	24610842	.	1000	.	5.87634	36.2348	33.9817	298
772	chr1	24620747	24621768	.	1000	.	5.1011	28.2946	26.2497	198
773	chr1	24689451	24689779	.	439	.	4.56944	4.89536	3.99023	165
773	chr1	24691742	24692111	.	449	.	2.90123	5.19881	4.26188	193
775	chr1	25010156	25010512	.	371	.	2.53857	2.63814	2.03051	120
776	chr1	25096444	25097081	.	488	.	4.72028	6.42521	5.37542	475
782	chr1	25894834	25895754	.	375	.	2.10226	2.79819	2.15733	787
782	chr1	25900080	25900498	.	402	.	3.09389	3.68873	2.91892	146
783	chr1	26021585	26021994	.	536	.	4.51302	7.93865	6.76775	151
785	chr1	26324445	26325230	.	419	.	2.11548	4.2588	3.419	243
786	chr1	26420890	26421582	.	426	.	2.79243	4.48845	3.6225	506
786	chr1	26424144	26424549	.	384	.	2.10339	3.0954	2.41025	205
788	chr1	26611256	26611528	.	406	.	4.37199	3.83256	3.04374	95
788	chr1	26624695	26624968	.	375	.	2.60909	2.79788	2.15802	123
788	chr1	26677881	26678319	.	375	.	2.41769	2.79567	2.15683	331
788	chr1	26704341	26705265	.	1000	.	4.95963	27.3753	25.3539	284
788	chr1	26713893	26714205	.	413	.	3.92325	4.07018	3.25201	118
789	chr1	26797448	26797649	.	372	.	4.23096	2.69065	2.07027	79
790	chr1	26947080	26947541	.	468	.	4.35184	5.7981	4.80294	144
791	chr1	27003727	27004366	.	419	.	2.30476	4.25594	3.41652	447
791	chr1	27032130	27032635	.	401	.	1.91506	3.66702	2.89855	305
791	chr1	27098167	27098550	.	407	.	2.8559	3.87896	3.08418	194
792	chr1	27175770	27176175	.	371	.	2.92912	2.66514	2.04881	278
794	chr1	27438451	27438868	.	417	.	3.38477	4.19538	3.36498	118
794	chr1	27481679	27482260	.	420	.	2.06847	4.2811	3.43836	352
794	chr1	27518537	27518991	.	405	.	2.53857	3.80551	3.02252	137
796	chr1	27693313	27693732	.	377	.	2.47511	2.87496	2.22569	278
798	chr1	27998697	27999565	.	416	.	2.16049	4.1604	3.3335	760
802	chr1	28481373	28481660	.	564	.	8.70369	8.78827	7.55811	145
802	chr1	28573017	28573411	.	426	.	4.31558	4.46362	3.60256	167
803	chr1	28575104	28576436	.	406	.	1.67994	3.83728	3.04731	1072
803	chr1	28672714	28673182	.	530	.	4.44251	7.72715	6.57154	166
803	chr1	28678148	28678488	.	389	.	2.59902	3.27336	2.56028	188
803	chr1	28680686	28681156	.	408	.	2.21312	3.8939	3.09625	186
804	chr1	28764365	28765062	.	385	.	1.81639	3.14592	2.44918	286
804	chr1	28776456	28776869	.	394	.	2.48569	3.42244	2.68725	270
805	chr1	28836687	28837873	.	393	.	1.8246	3.41776	2.68281	723
806	chr1	28974514	28975682	.	807	.	2.98656	16.1255	14.4896	844
808	chr1	29254024	29254780	.	375	.	1.88917	2.79741	2.15785	282
814	chr1	30042747	30043214	.	419	.	2.75012	4.25077	3.41297	239
816	chr1	30366141	30366342	.	392	.	8.03883	3.36883	2.64039	137
818	chr1	30663928	30664387	.	1000	.	18.7855	67.4814	64.612	223
818	chr1	30667107	30667418	.	371	.	3.5258	2.64288	2.03352	174
826	chr1	31643537	31644101	.	632	.	5.79113	10.8666	9.50247	177
828	chr1	31944452	31944871	.	406	.	3.21553	3.8155	3.02872	144
828	chr1	31956220	31956741	.	663	.	4.12519	11.8202	10.3998	177
829	chr1	32039456	32039978	.	382	.	2.53857	3.03584	2.35802	116
832	chr1	32400031	32400577	.	382	.	2.30352	3.04086	2.36091	382
832	chr1	32405487	32406110	.	730	.	3.30452	13.8247	12.2986	389
832	chr1	32420190	32420662	.	520	.	2.80424	7.43527	6.30369	275
832	chr1	32421551	32421963	.	462	.	2.53857	5.62667	4.64718	189
833	chr1	32532018	32532515	.	553	.	3.45088	8.44872	7.24094	226
834	chr1	32645438	32645846	.	389	.	3.17322	3.26418	2.5526	278
838	chr1	33190788	33191077	.	412	.	4.06172	4.04056	3.22637	171
838	chr1	33195651	33195746	.	382	.	13.6783	3.03832	2.35965	37
838	chr1	33246254	33246705	.	1000	.	16.8469	32.582	30.4164	212
838	chr1	33254883	33255302	.	537	.	4.11008	7.96355	6.78925	210
838	chr1	33282923	33283156	.	385	.	4.35184	3.14541	2.44995	99
838	chr1	33283770	33284118	.	383	.	3.3463	3.08143	2.39836	154
839	chr1	33381646	33381951	.	530	.	14.6583	7.74365	6.58605	164
839	chr1	33399376	33399953	.	387	.	2.15394	3.21453	2.50886	399
840	chr1	33454801	33455498	.	436	.	2.10089	4.78332	3.88739	261
840	chr1	33515714	33516284	.	705	.	3.63863	13.0642	11.5788	251
843	chr1	33899278	33899874	.	480	.	2.98897	6.19395	5.16484	235
843	chr1	33924244	33924444	.	378	.	4.8233	2.88614	2.23392	92
853	chr1	35229079	35229459	.	483	.	3.74106	6.28341	5.24408	228
858	chr1	35811338	35811759	.	412	.	2.82705	4.01256	3.20308	171
864	chr1	36689483	36690622	.	373	.	1.73692	2.72915	2.10107	966
865	chr1	36709993	36710392	.	388	.	2.13965	3.23335	2.52432	226
865	chr1	36714010	36714577	.	394	.	2.20259	3.43669	2.69919	407
865	chr1	36765541	36766132	.	428	.	2.16525	4.53184	3.6623	199
866	chr1	36851863	36852723	.	512	.	2.45252	7.18116	6.06823	419
866	chr1	36945216	36945687	.	539	.	3.80786	8.00719	6.8297	285
866	chr1	36952600	36952914	.	566	.	10.9159	8.85679	7.62004	149
874	chr1	37920562	37921216	.	893	.	5.07715	18.6888	16.9535	284
874	chr1	37937327	37937959	.	410	.	2.41958	3.95138	3.14901	218
874	chr1	37961455	37961836	.	433	.	4.12519	4.71603	3.82854	153
874	chr1	38000014	38000515	.	756	.	4.05553	14.5955	13.0298	180
877	chr1	38328071	38328299	.	374	.	3.80786	2.77899	2.14209	99
878	chr1	38461704	38462102	.	597	.	6.24881	9.80847	8.51167	192
878	chr1	38465133	38465653	.	382	.	2.53857	3.03584	2.35805	195
885	chr1	39324416	39324875	.	551	.	4.15403	8.39411	7.19117	205
885	chr1	39427219	39427380	.	379	.	8.63274	2.92998	2.26902	90
886	chr1	39569111	39569743	.	705	.	4.55193	13.0715	11.5848	439
886	chr1	39582591	39583283	.	541	.	2.77171	8.0885	6.9061	507
887	chr1	39593246	39593678	.	414	.	2.81451	4.08081	3.26153	207
887	chr1	39595951	39596395	.	375	.	2.41769	2.79567	2.15685	298
887	chr1	39644267	39644872	.	411	.	2.9394	3.99199	3.18506	108
887	chr1	39649281	39649815	.	585	.	3.28713	9.42267	8.15101	319
887	chr1	39657823	39658431	.	371	.	1.85965	2.67512	2.05701	218
889	chr1	39864092	39864793	.	744	.	3.80786	14.2511	12.7038	346
892	chr1	40264939	40265103	.	378	.	7.02395	2.88994	2.23576	86
892	chr1	40265532	40266464	.	1000	.	9.2235	59.4171	56.7251	258
894	chr1	40596641	40596971	.	482	.	3.47674	6.24155	5.20655	176
895	chr1	40723539	40723941	.	389	.	2.4328	3.26357	2.55276	204
899	chr1	41177098	41177435	.	373	.	2.41165	2.71689	2.09255	151
900	chr1	41331947	41332480	.	465	.	2.93249	5.72181	4.73452	303
900	chr1	41333986	41334367	.	492	.	3.68698	6.54792	5.48658	187
900	chr1	41338020	41338276	.	428	.	6.6003	4.52668	3.65772	135
900	chr1	41341338	41341881	.	539	.	3.17322	8.03216	6.85256	226
900	chr1	41343340	41343772	.	382	.	2.48088	3.02962	2.35332	152
900	chr1	41405497	41405816	.	407	.	3.80786	3.86719	3.07457	158
900	chr1	41409947	41410428	.	398	.	2.23992	3.5814	2.82468	173
901	chr1	41433172	41433842	.	575	.	3.8532	9.11924	7.86559	457
902	chr1	41574432	41576017	.	839	.	2.98492	17.1006	15.4263	1318
902	chr1	41616672	41616962	.	468	.	4.35184	5.7981	4.80299	117
902	chr1	41618225	41618734	.	924	.	5.30115	19.6215	17.8517	198
905	chr1	41964203	41964813	.	803	.	7.78497	16.0103	14.3809	375
906	chr1	42138006	42138219	.	378	.	4.44251	2.90414	2.24652	140
907	chr1	42317362	42317671	.	505	.	6.82243	6.97908	5.88132	156
907	chr1	42327957	42328937	.	1000	.	7.20077	48.1314	45.6369	751
907	chr1	42335875	42336209	.	441	.	3.23668	4.96478	4.04984	176
908	chr1	42367779	42368196	.	411	.	3.1027	3.99199	3.1851	198
910	chr1	42680249	42680571	.	382	.	2.53857	3.03584	2.35808	143
910	chr1	42683860	42684060	.	385	.	8.27226	3.12794	2.43502	140
910	chr1	42687923	42688606	.	492	.	3.07086	6.55003	5.48785	182
911	chr1	42801491	42802131	.	375	.	2.10226	2.79819	2.15735	212
912	chr1	42928360	42928896	.	376	.	2.14466	2.83227	2.1883	278
916	chr1	43402282	43402590	.	394	.	2.59376	3.42244	2.68729	168
916	chr1	43402861	43403331	.	501	.	2.56396	6.84239	5.7584	180
916	chr1	43406575	43406991	.	587	.	3.99591	9.49651	8.21897	211
916	chr1	43408921	43409234	.	392	.	2.6655	3.36563	2.63797	164
918	chr1	43672310	43673386	.	507	.	2.05441	7.03352	5.93267	424
919	chr1	43838651	43839145	.	488	.	3.10757	6.44043	5.38693	195
920	chr1	43938084	43938702	.	417	.	2.53857	4.19855	3.36713	166
920	chr1	43941709	43942363	.	403	.	2.08727	3.73136	2.95606	209
920	chr1	43988880	43989151	.	389	.	2.53857	3.26357	2.55279	111
921	chr1	44115365	44116110	.	458	.	3.47384	5.49085	4.52501	32
922	chr1	44287641	44288099	.	811	.	4.44251	16.2533	14.6123	215
923	chr1	44333700	44334035	.	373	.	2.23394	2.734	2.10417	153
923	chr1	44338092	44338374	.	460	.	4.95022	5.55754	4.58425	118
923	chr1	44395285	44395593	.	440	.	5.80246	4.91466	4.00538	122
924	chr1	44439960	44440160	.	391	.	5.33101	3.34174	2.61841	91
924	chr1	44513453	44514691	.	493	.	2.0419	6.59757	5.53254	642
924	chr1	44515502	44516053	.	714	.	3.90306	13.3563	11.8547	198
925	chr1	44567036	44567432	.	393	.	2.31973	3.4176	2.68299	196
925	chr1	44619730	44621185	.	644	.	2.44602	11.2351	9.84671	747
926	chr1	44793408	44793987	.	587	.	3.48147	9.48551	8.2086	289
927	chr1	44950879	44951746	.	408	.	2.06259	3.88897	3.09237	674
928	chr1	44997782	44998145	.	438	.	2.71365	4.85833	3.95785	165
929	chr1	45140205	45140624	.	644	.	6.83463	11.2281	9.84057	245
929	chr1	45186818	45187658	.	433	.	2.46996	4.71163	3.82574	248
929	chr1	45196140	45197216	.	482	.	2.0742	6.24742	5.21187	898
930	chr1	45272901	45273739	.	433	.	2.40496	4.71163	3.82578	196
933	chr1	45643127	45643603	.	418	.	2.68503	4.21957	3.38713	192
933	chr1	45732045	45732355	.	414	.	3.80786	4.10674	3.28543	178
935	chr1	45965533	45966120	.	439	.	2.57704	4.89862	3.99169	396
117	chr1	46268391	46268947	.	389	.	2.25196	3.27871	2.56378	271
939	chr1	46505173	46505596	.	615	.	5.01035	10.3384	9.00892	184
940	chr1	46600434	46601345	.	439	.	2.06259	4.90397	3.99655	320
940	chr1	46648774	46649342	.	733	.	4.33051	13.9167	12.3853	230
941	chr1	46769025	46769443	.	370	.	2.16249	2.61053	2.00468	182
943	chr1	46987785	46988355	.	723	.	5.53871	13.627	12.1109	240
945	chr1	47201436	47201677	.	379	.	4.17052	2.93634	2.27387	123
945	chr1	47215174	47215475	.	474	.	5.20408	6.00774	4.99262	144
947	chr1	47479037	47479413	.	375	.	2.41769	2.79567	2.15688	187
947	chr1	47573581	47573654	.	374	.	15.2315	2.76726	2.13367	56
952	chr1	48194046	48194667	.	577	.	3.64408	9.18204	7.92446	172
952	chr1	48216869	48217295	.	419	.	2.36705	4.25594	3.41656	198
952	chr1	48224051	48225056	.	565	.	2.45281	8.8063	7.57386	737
953	chr1	48360379	48360628	.	388	.	3.55401	3.2243	2.51692	143
954	chr1	48371814	48372134	.	378	.	3.23091	2.89224	2.2367	57
954	chr1	48407582	48407904	.	474	.	4.96176	5.99187	4.9798	187
954	chr1	48472724	48473263	.	513	.	3.25784	7.22889	6.11291	197
954	chr1	48483151	48483823	.	1000	.	5.75824	26.649	24.6426	450
955	chr1	48509357	48509652	.	453	.	4.8233	5.33499	4.38665	129
955	chr1	48518175	48518583	.	400	.	2.96167	3.63826	2.87372	94
955	chr1	48535147	48536455	.	1000	.	8.45542	75.4241	72.442	758
956	chr1	48702546	48702870	.	411	.	3.53587	4.00427	3.19606	135
961	chr1	49318617	49319030	.	449	.	3.26388	5.20318	4.26562	192
961	chr1	49341910	49342342	.	395	.	2.73899	3.46498	2.72438	259
961	chr1	49343879	49344601	.	951	.	5.77322	20.4023	18.6072	467
961	chr1	49383445	49384225	.	534	.	3.66141	7.86855	6.70128	566
961	chr1	49397251	49397668	.	377	.	2.47511	2.87496	2.22571	243
977	chr1	51425889	51426525	.	378	.	1.96739	2.88818	2.2345	311
980	chr1	51780037	51780265	.	371	.	3.17322	2.64288	2.03354	95
981	chr1	51929268	51929434	.	371	.	5.7118	2.66318	2.04886	111
981	chr1	52024003	52024558	.	430	.	2.62319	4.59485	3.7191	171
981	chr1	52033358	52033956	.	375	.	1.95275	2.80789	2.16588	168
122	chr1	52035270	52035842	.	431	.	2.079	4.6486	3.7697	345
982	chr1	52110269	52110521	.	373	.	2.90123	2.73781	2.10733	144
982	chr1	52126666	52127254	.	620	.	3.38477	10.4934	9.15518	397
982	chr1	52137068	52137922	.	657	.	2.99635	11.6152	10.206	195
982	chr1	52156366	52156621	.	419	.	4.18865	4.25095	3.41246	109
984	chr1	52344363	52345056	.	684	.	4.06919	12.4529	10.9962	166
985	chr1	52520846	52521717	.	394	.	1.90393	3.42257	2.6868	620
988	chr1	52870096	52870411	.	373	.	2.61324	2.72105	2.09508	163
988	chr1	52926437	52926647	.	392	.	4.53317	3.35757	2.63203	108
990	chr1	53128395	53128750	.	509	.	5.2887	7.09248	5.98752	159
993	chr1	53480361	53480828	.	381	.	2.0583	2.9871	2.31497	184
994	chr1	53611968	53612222	.	405	.	4.89583	3.79039	3.00936	110
999	chr1	54355074	54356145	.	399	.	1.99104	3.60331	2.84335	467
1000	chr1	54422248	54423288	.	373	.	1.67315	2.72465	2.09691	858
1000	chr1	54482145	54482662	.	449	.	2.80119	5.19881	4.26193	188
1002	chr1	54753001	54753339	.	639	.	10.3356	11.0863	9.70767	170
1007	chr1	55322154	55322640	.	433	.	3.05783	4.71166	3.82547	161
1007	chr1	55326623	55326922	.	394	.	4.08993	3.42429	2.68822	118
1007	chr1	55351995	55352316	.	426	.	4.79509	4.46362	3.6026	141
1007	chr1	55437128	55437441	.	380	.	2.4282	2.9532	2.28789	175
1007	chr1	55438871	55439155	.	474	.	4.14634	6.00659	4.99175	164
1009	chr1	55701406	55701796	.	389	.	3.46169	3.27367	2.55952	291
1010	chr1	55776261	55776537	.	378	.	3.23091	2.89224	2.23672	103
1010	chr1	55787616	55788043	.	452	.	3.59632	5.29687	4.35253	160
1011	chr1	55840789	55841052	.	371	.	3.5258	2.64288	2.03357	163
1011	chr1	55894518	55895585	.	1000	.	6.2449	54.919	52.3117	506
1011	chr1	55909131	55909733	.	657	.	3.96172	11.6147	10.2061	384
1011	chr1	55913158	55913541	.	392	.	2.1924	3.35775	2.6309	214
1011	chr1	55938410	55938846	.	503	.	3.94147	6.8939	5.80404	205
