#bin	chrom	chromStart	chromEnd	name	score	strand	signalValue	pValue	qValue	peak
993	chr1	53480343	53480798	.	427	.	80.954	152.757	0	220
1004	chr1	54953970	54954352	.	109	.	3.941	14.206	0.000000000000382467	196
1011	chr1	55886755	55887293	.	165	.	17.643	11.559	0.000000000146798	396
1037	chr1	59348746	59349409	.	126	.	8.144	14.646	0.000000000000142305	181
1054	chr1	61548052	61548466	.	115	.	5.397	15.968	0.00000000000000723804	197
1081	chr1	65111380	65111799	.	130	.	9.173	15.794	0.0000000000000107001	241
1181	chr1	78245074	78245727	.	162	.	16.895	126.836	0	251
1233	chr1	84944328	84945549	.	153	.	14.757	120.457	0	581
1283	chr1	91586718	91587358	.	157	.	15.722	29.291	4.83849e-28	383
1310	chr1	95111979	95112385	.	138	.	11.146	11.086	0.000000000421542	117
1313	chr1	95538063	95538850	.	149	.	13.759	134.902	0	444
1358	chr1	101360328	101361849	.	105	.	3.061	18.5	2.32186e-17	452
1421	chr1	109633006	109633610	.	148	.	13.535	165.393	0	332
1431	chr1	110949816	110950634	.	108	.	3.873	28.837	1.36315e-27	198
1435	chr1	111506429	111507176	.	108	.	3.659	23.72	1.59721e-22	422
1458	chr1	114447166	114448314	.	115	.	5.52	85.346	0	738
1458	chr1	114471737	114472424	.	120	.	6.671	61.826	0	494
1695	chr1	145507341	145508173	.	151	.	14.159	111.827	0	255
1708	chr1	147323259	147323680	.	387	.	71.306	55.849	0	227
1728	chr1	149870669	149871348	.	107	.	3.475	14.73	0.000000000000117603	461
1728	chr1	149899235	149900289	.	121	.	6.992	92.627	0	468
1736	chr1	150898598	150899068	.	147	.	13.14	69.417	0	228
1738	chr1	151137667	151138719	.	114	.	5.185	54.24	0	342
1738	chr1	151162178	151162930	.	150	.	13.881	175.565	0	530
1739	chr1	151371783	151372187	.	114	.	5.211	20.674	1.66584e-19	210
1741	chr1	151542298	151542606	.	131	.	9.239	11.944	0.0000000000620328	167
1743	chr1	151804173	151805354	.	130	.	9.04	144.911	0	206
1759	chr1	153930894	153931421	.	111	.	4.61	34.019	9.88155e-33	298
1765	chr1	154767095	154767435	.	138	.	11.146	15.326	0.0000000000000308057	166
1767	chr1	154946155	154947658	.	111	.	4.461	43.245	6.88738e-42	733
1768	chr1	155178239	155179510	.	114	.	5.348	68.261	0	798
1774	chr1	155904011	155904613	.	162	.	16.889	136.812	0	326
1776	chr1	156163497	156163995	.	108	.	3.788	23.397	3.33171e-22	239
1777	chr1	156251864	156252228	.	124	.	7.685	21.944	9.12374e-21	197
1778	chr1	156426222	156427365	.	103	.	2.575	20.231	4.52657e-19	836
1780	chr1	156718229	156718929	.	115	.	5.565	25.908	1.10624e-24	377
1780	chr1	156721427	156722163	.	130	.	9.218	109.549	0	272
1791	chr1	158119126	158120002	.	109	.	4.05	12.041	0.0000000000498138	543
1803	chr1	159722006	159722388	.	125	.	7.978	11.912	0.0000000000666174	183
1813	chr1	161014753	161015837	.	111	.	4.616	43.503	3.84376e-42	325
1814	chr1	161102443	161103157	.	135	.	10.334	86.762	0	439
1814	chr1	161171817	161172407	.	112	.	4.662	37.207	6.70177e-36	211
1821	chr1	162106539	162106962	.	117	.	6.034	11.157	0.000000000360121	178
1825	chr1	162602592	162602953	.	152	.	14.548	13.149	0.00000000000411429	171
1849	chr1	165737541	165738619	.	149	.	13.746	163.28	0	598
1867	chr1	168147806	168148755	.	121	.	6.929	79.293	0	308
1868	chr1	168271020	168271557	.	124	.	7.699	17.99	7.41817e-17	325
1876	chr1	169336855	169337923	.	141	.	11.683	139.914	0	516
1895	chr1	171711002	171711876	.	134	.	10.093	134.075	0	255
1895	chr1	171750389	171751186	.	105	.	3.076	17.887	9.35427e-17	346
1900	chr1	172412911	172413666	.	133	.	9.754	102.908	0	300
1910	chr1	173683792	173684263	.	136	.	10.587	72.884	0	234
1911	chr1	173836777	173837829	.	113	.	5.084	55.849	0	712
1943	chr1	178062315	178063052	.	171	.	19.124	147.887	0	479
1946	chr1	178505810	178507090	.	107	.	3.572	20.385	3.19311e-19	1046
1997	chr1	185125975	185126629	.	110	.	4.318	41.12	8.87173e-40	274
1998	chr1	185286535	185287149	.	108	.	3.807	16.793	0.00000000000000112599	206
2114	chr1	200411695	200412216	.	128	.	8.565	13.162	0.00000000000399634	369
2125	chr1	201924334	201924873	.	116	.	5.749	62.593	0	241
2127	chr1	202124338	202124964	.	112	.	4.628	17.752	1.27113e-16	443
2128	chr1	202310802	202311372	.	110	.	4.247	29.343	4.31031e-28	325
2128	chr1	202317425	202318496	.	115	.	5.409	62.558	0	198
2140	chr1	203830481	203831367	.	117	.	6.068	70.308	0	210
2165	chr1	207097070	207098091	.	104	.	2.911	15.131	0.0000000000000477205	565
2166	chr1	207326157	207326824	.	204	.	26.926	111.308	0	241
2201	chr1	211848812	211849581	.	133	.	9.817	122.534	0	453
2211	chr1	213224207	213225083	.	144	.	12.515	129.351	0	365
2284	chr1	222762968	222763635	.	217	.	30.113	114.437	0	322
2285	chr1	222885971	222886828	.	131	.	9.335	100.132	0	632
2312	chr1	226374219	226374777	.	115	.	5.539	40.321	5.47293e-39	224
2313	chr1	226496030	226496452	.	109	.	4.072	13.512	0.0000000000018158	225
2337	chr1	229694674	229695087	.	110	.	4.346	30.604	2.41331e-29	207
2337	chr1	229761694	229762093	.	133	.	9.867	61.095	0	193
2363	chr1	233085800	233086325	.	115	.	5.445	24.997	8.76133e-24	209
2381	chr1	235492014	235492562	.	120	.	6.692	23.999	8.46362e-23	207
2392	chr1	236958183	236958661	.	110	.	4.264	17.523	2.13363e-16	196
2467	chr1	246729144	246730171	.	112	.	4.853	60.94	0	422
100	chr2	29227496	29229375	.	116	.	5.663	16.517	0.00000000000000210231	278
597	chr2	1599048	1601192	.	103	.	2.529	11.059	0.000000000447576	388
610	chr2	3380956	3382244	.	113	.	5.006	47.723	0	223
610	chr2	3383187	3384046	.	104	.	2.787	13.764	0.00000000000103058	252
660	chr2	9843569	9844207	.	105	.	3.064	11.112	0.000000000398837	386
675	chr2	11820045	11820908	.	123	.	7.294	48.867	0	614
770	chr2	24298889	24299445	.	135	.	10.282	71.912	0	345
787	chr2	26568361	26569114	.	129	.	8.775	113.438	0	357
790	chr2	26958816	26959392	.	109	.	4.055	14.596	0.00000000000015865	324
795	chr2	27603072	27603936	.	113	.	4.992	42.863	1.64526e-41	657
797	chr2	27886173	27887003	.	131	.	9.343	79.363	0	536
798	chr2	27994274	27995017	.	142	.	12.05	157.954	0	319
799	chr2	28112815	28113797	.	110	.	4.29	42.8	1.89554e-41	440
833	chr2	32581685	32582501	.	104	.	2.781	18.025	6.85103e-17	563
870	chr2	37423476	37424323	.	106	.	3.185	19.893	9.75898e-19	317
876	chr2	38152441	38152987	.	117	.	5.953	52.73	0	221
883	chr2	39102596	39103592	.	135	.	10.433	150.176	0	496
885	chr2	39351058	39352058	.	120	.	6.791	84.83	0	522
887	chr2	39665077	39665499	.	114	.	5.315	13.784	0.000000000000985059	199
893	chr2	40465369	40465740	.	202	.	26.506	11.096	0.000000000413494	182
915	chr2	43333919	43334300	.	134	.	10.057	16.481	0.00000000000000227713	195
919	chr2	43822685	43823644	.	127	.	8.462	103.575	0	523
920	chr2	44001066	44001737	.	110	.	4.265	17.741	1.30237e-16	479
922	chr2	44222928	44223674	.	117	.	6.045	65.289	0	471
923	chr2	44394743	44395647	.	127	.	8.441	68.675	0	219
923	chr2	44396632	44397052	.	129	.	8.752	28.036	8.50468e-27	223
997	chr2	54013488	54014939	.	117	.	5.968	77.066	0	644
1029	chr2	58274039	58274699	.	119	.	6.549	43.318	5.85322e-42	386
1052	chr2	61244074	61245177	.	195	.	24.754	281.729	0	680
1056	chr2	61856916	61857304	.	139	.	11.314	17.209	4.36496e-16	192
1071	chr2	63815203	63816548	.	137	.	10.769	161.456	0	510
1113	chr2	69240167	69241082	.	132	.	9.489	104.306	0	309
1117	chr2	69766205	69766743	.	150	.	13.88	44.159	8.56193e-43	285
1121	chr2	70313963	70315040	.	124	.	7.739	83.718	0	587
1123	chr2	70528127	70528752	.	114	.	5.285	32.003	9.88093e-31	321
1124	chr2	70758598	70758947	.	163	.	17.005	14.808	0.0000000000000989061	158
1145	chr2	73441084	73441916	.	116	.	5.713	53.731	0	277
1149	chr2	73964024	73964847	.	153	.	14.596	111.615	0	525
1154	chr2	74681879	74682415	.	146	.	12.952	123.58	0	249
1154	chr2	74699257	74700099	.	144	.	12.422	169.126	0	551
1154	chr2	74709678	74710659	.	123	.	7.479	99.355	0	534
1244	chr2	86421950	86423259	.	116	.	5.601	82.698	0	802
1324	chr2	96931673	96932409	.	107	.	3.639	31.866	1.3526e-30	256
1324	chr2	96970940	96971752	.	125	.	7.83	82.759	0	355
1326	chr2	97222555	97223184	.	126	.	8.171	50.646	0	279
1346	chr2	99797320	99797902	.	121	.	7.045	52.56	0	290
1354	chr2	100794610	100794988	.	135	.	10.224	13.234	0.00000000000340018	194
1360	chr2	101618289	101619277	.	117	.	5.971	80.283	0	421
1393	chr2	105953496	105954150	.	153	.	14.78	137.804	0	264
1417	chr2	109065018	109065837	.	112	.	4.638	31.697	1.98455e-30	616
1630	chr2	136971407	136971804	.	200	.	26.049	24.343	3.87606e-23	198
1720	chr2	148777781	148778721	.	122	.	7.28	54.141	0	710
1728	chr2	149913079	149913419	.	231	.	33.496	11.096	0.000000000412873	143
1738	chr2	151233154	151233517	.	155	.	15.261	12.887	0.00000000000740255	181
1746	chr2	152266129	152266647	.	186	.	22.733	127.739	0	223
1756	chr2	153573407	153575134	.	113	.	4.928	65.433	0	553
1808	chr2	160372926	160373322	.	135	.	10.393	15.378	0.0000000000000274076	193
1821	chr2	162016334	162017518	.	115	.	5.358	37.994	1.11014e-36	609
1822	chr2	162164731	162165325	.	142	.	11.993	86.349	0	210
1885	chr2	170429881	170430589	.	110	.	4.21	12.223	0.0000000000330238	514
1922	chr2	175260091	175260695	.	127	.	8.354	44.288	6.37591e-43	355
1928	chr2	176046357	176046737	.	121	.	6.929	12.825	0.0000000000085102	183
1944	chr2	178257134	178257914	.	105	.	3.173	17.182	4.63541e-16	330
1946	chr2	178483276	178483861	.	116	.	5.649	37.15	7.6297e-36	269
2014	chr2	187350573	187351536	.	110	.	4.156	25.992	9.12889e-25	367
2091	chr2	197466273	197466986	.	113	.	5.052	12.673	0.0000000000120068	524
2117	chr2	200820025	200820928	.	143	.	12.304	129.335	0	436
2126	chr2	202096904	202097316	.	155	.	15.085	46.099	9.80909e-45	198
2139	chr2	203776171	203776986	.	179	.	20.939	87.385	0	248
2142	chr2	204103374	204103923	.	122	.	7.258	53.896	0	246
2164	chr2	207024099	207024755	.	113	.	4.895	25.88	1.17838e-24	425
2180	chr2	209130526	209131128	.	183	.	21.981	127.529	0	323
2217	chr2	214016156	214016847	.	130	.	9.131	57.884	0	495
2259	chr2	219432787	219434011	.	127	.	8.446	113.431	0	740
2345	chr2	230786582	230787698	.	121	.	7.001	69.968	0	434
2348	chr2	231191624	231192121	.	129	.	8.841	22.605	2.03667e-21	276
2361	chr2	232825795	232826888	.	115	.	5.519	56.271	0	628
2366	chr2	233457559	233458210	.	130	.	9.195	11.178	0.000000000344159	471
2408	chr2	238968735	238969617	.	122	.	7.161	50.71	0	659
656	chr3	9404490	9405166	.	105	.	3.143	11.009	0.000000000500692	218
667	chr3	10803806	10804135	.	143	.	12.378	12.881	0.00000000000749929	179
681	chr3	12705366	12706051	.	136	.	10.511	148.258	0	318
683	chr3	12882678	12883501	.	119	.	6.528	52.194	0	398
693	chr3	14165636	14166642	.	116	.	5.707	69.833	0	285
697	chr3	14692896	14693417	.	123	.	7.525	44.329	5.81539e-43	229
700	chr3	15140141	15141361	.	130	.	9.186	151.948	0	542
702	chr3	15419474	15420088	.	178	.	20.654	132.009	0	374
771	chr3	24493064	24493548	.	116	.	5.725	11.743	0.0000000000973817	249
837	chr3	33137653	33138679	.	106	.	3.213	23.055	7.27857e-22	411
868	chr3	37217115	37218619	.	119	.	6.481	107.541	0	766
869	chr3	37284551	37285678	.	102	.	2.371	13.028	0.00000000000539067	639
883	chr3	39147812	39149527	.	113	.	5.013	75.446	0	1314
885	chr3	39424634	39425168	.	128	.	8.544	56.269	0	213
943	chr3	47017712	47018746	.	130	.	9.187	89.879	0	829
947	chr3	47516747	47517711	.	119	.	6.407	70.021	0	697
947	chr3	47554714	47555369	.	106	.	3.277	28.375	3.92275e-27	200
954	chr3	48481220	48481805	.	123	.	7.492	78.776	0	322
958	chr3	48955904	48956799	.	109	.	3.932	42.51	3.67042e-41	383
959	chr3	49141755	49142505	.	106	.	3.382	16.6	0.00000000000000174361	453
960	chr3	49195532	49195929	.	130	.	9.199	25.15	6.19913e-24	220
960	chr3	49203591	49204620	.	116	.	5.804	55.288	0	217
969	chr3	50387847	50388769	.	104	.	2.877	19.497	2.39954e-18	608
981	chr3	52029563	52030164	.	132	.	9.549	88.087	0	366
982	chr3	52095530	52095931	.	142	.	11.991	26.541	2.61291e-25	183
987	chr3	52739721	52740563	.	112	.	4.856	53.768	0	372
1004	chr3	54950818	54951128	.	171	.	19.028	15.913	0.00000000000000817522	155
1008	chr3	55521540	55522090	.	105	.	3	11.096	0.000000000413183	330
1024	chr3	57541548	57542109	.	106	.	3.289	17.873	9.65059e-17	241
1112	chr3	69192859	69193538	.	237	.	35.132	40.962	1.26782e-39	232
1257	chr3	88198668	88199371	.	147	.	13.289	110.877	0	372
1348	chr3	100119310	100120776	.	124	.	7.599	123.857	0	717
1450	chr3	113464663	113465679	.	107	.	3.423	28.394	3.75993e-27	427
1456	chr3	114215745	114216241	.	114	.	5.276	14.458	0.0000000000002172	286
1494	chr3	119216972	119217856	.	140	.	11.589	160.322	0	285
1495	chr3	119395662	119396537	.	173	.	19.551	162.903	0	318
1511	chr3	121468095	121469299	.	143	.	12.192	142.052	0	705
1518	chr3	122388235	122388601	.	125	.	7.779	12.161	0.0000000000379693	167
1533	chr3	124339441	124339790	.	131	.	9.233	17.071	5.97919e-16	157
1537	chr3	124847621	124848049	.	113	.	4.888	13.957	0.000000000000668986	236
1541	chr3	125314254	125314666	.	111	.	4.586	14.135	0.000000000000447192	197
1560	chr3	127842585	127843263	.	151	.	14.123	146.112	0	267
1568	chr3	128879754	128880491	.	138	.	11.16	94.332	0	334
1570	chr3	129118103	129118704	.	142	.	12.129	53.161	0	188
1645	chr3	139062630	139063566	.	144	.	12.529	107.603	0	197
1673	chr3	142720030	142721155	.	153	.	14.597	188.797	0	332
1731	chr3	150264206	150264935	.	124	.	7.74	123.53	0	340
1741	chr3	151629227	151629621	.	242	.	36.321	37.227	6.41022e-36	196
1744	chr3	152016245	152017257	.	118	.	6.088	24.236	4.93441e-23	344
1789	chr3	157827561	157828592	.	129	.	8.82	155.568	0	281
1793	chr3	158362041	158362762	.	153	.	14.738	175.813	0	257
1949	chr3	178865549	178866788	.	121	.	6.839	85.797	0	310
1960	chr3	180319376	180320407	.	150	.	13.902	134.631	0	546
1985	chr3	183602085	183603013	.	131	.	9.462	151.707	0	620
1988	chr3	184016611	184017005	.	108	.	3.696	15.601	0.0000000000000165749	190
1992	chr3	184524371	184524769	.	116	.	5.653	11.511	0.000000000163827	177
2016	chr3	187672843	187673589	.	128	.	8.68	14.174	0.000000000000410243	494
2059	chr3	193310772	193311306	.	104	.	2.797	15.082	0.0000000000000532201	217
2065	chr3	194047281	194048721	.	102	.	2.332	11.197	0.000000000330425	154
2065	chr3	194053263	194053894	.	115	.	5.555	17.517	2.15884e-16	469
2085	chr3	196669002	196670259	.	106	.	3.411	38.825	1.6675e-37	414
590	chr4	667840	668336	.	143	.	12.166	102.546	0	247
598	chr4	1722817	1723256	.	136	.	10.576	56.94	0	205
619	chr4	4543607	4544325	.	108	.	3.718	16.419	0.0000000000000026213	182
637	chr4	6910774	6911414	.	126	.	8.148	43.284	6.31845e-42	370
638	chr4	6988317	6989352	.	125	.	7.994	46.944	1.4013e-45	574
688	chr4	13628886	13629686	.	141	.	11.856	96.963	0	470
782	chr4	25915639	25916349	.	136	.	10.661	64.913	0	216
900	chr4	41348522	41349008	.	124	.	7.627	13.165	0.00000000000397218	332
904	chr4	41936890	41937877	.	137	.	10.779	90.914	0	259
905	chr4	41992342	41992791	.	114	.	5.191	15.068	0.0000000000000548609	175
950	chr4	47916471	47917070	.	139	.	11.193	65.395	0	332
957	chr4	48832857	48833618	.	120	.	6.788	44.858	1.73761e-43	225
1021	chr4	57276508	57276834	.	226	.	32.346	12.514	0.0000000000172019	175
1022	chr4	57333436	57334150	.	145	.	12.753	67.518	0	278
1225	chr4	83955818	83956460	.	190	.	23.593	161.941	0	378
1269	chr4	89744133	89744665	.	128	.	8.533	21.498	2.53011e-20	254
1354	chr4	100815144	100815815	.	153	.	14.8	73.293	0	442
1413	chr4	108641097	108641862	.	113	.	5.071	34.407	4.06246e-33	438
1420	chr4	109541422	109542016	.	162	.	16.965	76.83	0	298
1448	chr4	113152421	113153176	.	116	.	5.836	36.868	1.45141e-35	242
1529	chr4	123843549	123844710	.	137	.	10.756	98.091	0	666
1654	chr4	140222357	140223055	.	119	.	6.453	39.768	1.93274e-38	279
1664	chr4	141445035	141445825	.	117	.	5.992	39.997	1.14449e-38	315
1684	chr4	144105711	144106887	.	131	.	9.277	75.388	0	384
1744	chr4	152020453	152020967	.	132	.	9.573	81.935	0	250
1887	chr4	170678650	170679295	.	118	.	6.12	24.942	9.93161e-24	414
1993	chr4	184580220	184580672	.	122	.	7.121	31.432	3.6374e-30	194
2029	chr4	189376474	189376875	.	442	.	84.755	109.191	0	198
2039	chr4	190643229	190643910	.	112	.	4.825	20.117	5.86556e-19	469
2041	chr4	190861394	190862558	.	105	.	2.958	14.731	0.00000000000011744	596
588	chr5	443500	444088	.	102	.	2.392	12.378	0.0000000000233555	188
591	chr5	891974	893332	.	110	.	4.186	83.08	0	1006
593	chr5	1129875	1130200	.	117	.	6.028	15.533	0.0000000000000193656	159
598	chr5	1801151	1801927	.	109	.	3.901	48.024	0	360
610	chr5	3323618	3324496	.	111	.	4.475	12.641	0.0000000000129037	400
663	chr5	10250169	10250802	.	102	.	2.22	12.814	0.00000000000872127	264
696	chr5	14664383	14665277	.	101	.	2.17	17.442	2.56049e-16	406
796	chr5	27688796	27689191	.	136	.	10.662	17.519	2.15114e-16	179
825	chr5	31531786	31532967	.	115	.	5.555	97.574	0	548
828	chr5	31913599	31914251	.	117	.	5.87	16.109	0.00000000000000526236	224
832	chr5	32444375	32445095	.	108	.	3.828	48.536	0	418
839	chr5	33370253	33370768	.	140	.	11.61	19.615	1.83671e-18	276
887	chr5	39599763	39600139	.	141	.	11.861	19.326	3.53024e-18	206
896	chr5	40834984	40836410	.	114	.	5.144	107.596	0	410
904	chr5	41904044	41904736	.	102	.	2.443	19.247	4.22532e-18	273
970	chr5	50538326	50538642	.	329	.	57.363	16.523	0.00000000000000207556	154
988	chr5	52897432	52897784	.	225	.	32.214	21.721	1.51757e-20	173
995	chr5	53813274	53813697	.	153	.	14.575	86.637	0	204
1080	chr5	64919981	64921363	.	141	.	11.81	126.394	0	861
1081	chr5	65104689	65105054	.	276	.	44.359	29.504	2.98754e-28	189
1101	chr5	67715473	67715997	.	119	.	6.431	12.106	0.0000000000430266	174
1101	chr5	67720695	67721341	.	138	.	11.116	15.899	0.00000000000000843483	404
1178	chr5	77800606	77801277	.	118	.	6.177	11.393	0.00000000021398	409
1187	chr5	78907804	78908752	.	166	.	17.735	114.016	0	467
1189	chr5	79286520	79287598	.	120	.	6.656	47.97	0	554
1199	chr5	80597103	80597947	.	106	.	3.289	14.702	0.000000000000125319	302
1253	chr5	87564222	87565469	.	113	.	4.919	31.612	2.41011e-30	525
1293	chr5	92868048	92868506	.	142	.	11.965	20.407	3.03881e-19	188
1293	chr5	92918394	92919105	.	113	.	4.931	13.095	0.00000000000464334	504
1301	chr5	93953843	93954700	.	133	.	9.896	132.3	0	490
1308	chr5	94890231	94891264	.	127	.	8.368	96.92	0	513
1459	chr5	114597713	114598975	.	170	.	18.807	144.141	0	891
1462	chr5	114961183	114962017	.	139	.	11.31	99.355	0	611
1465	chr5	115420856	115421345	.	109	.	4.068	20.301	3.86575e-19	284
1510	chr5	121297324	121297797	.	138	.	10.936	70.187	0	229
1545	chr5	125936206	125937094	.	112	.	4.755	37.024	1.01818e-35	429
1605	chr5	133702618	133703152	.	151	.	14.09	117.678	0	277
1610	chr5	134469562	134470349	.	111	.	4.533	18.165	4.96838e-17	228
1634	chr5	137514161	137514980	.	158	.	15.787	133.301	0	479
1645	chr5	139022376	139022859	.	113	.	4.921	21.218	4.80987e-20	254
1653	chr5	140026760	140027675	.	108	.	3.7	17.965	7.84944e-17	619
1662	chr5	141211721	141212104	.	161	.	16.586	25.047	7.82838e-24	187
1680	chr5	143549796	143550548	.	153	.	14.718	156.165	0	432
1699	chr5	146111561	146111894	.	171	.	18.955	11.007	0.000000000501882	154
1719	chr5	148744991	148745385	.	121	.	6.812	10.989	0.000000000521571	198
1724	chr5	149379930	149380477	.	113	.	5.042	47.563	0	307
1725	chr5	149501534	149502067	.	120	.	6.577	25.106	6.85137e-24	337
1725	chr5	149543146	149543685	.	113	.	4.908	18.86	1.02227e-17	350
1728	chr5	149828657	149829792	.	133	.	9.891	128.628	0	697
1755	chr5	153417974	153419044	.	138	.	11.016	139.147	0	526
1784	chr5	157158210	157158813	.	110	.	4.253	16.464	0.00000000000000236566	188
1866	chr5	168027395	168027772	.	149	.	13.624	14.235	0.000000000000358725	188
1877	chr5	169398804	169399130	.	156	.	15.401	11.259	0.000000000287993	192
1892	chr5	171433497	171434153	.	115	.	5.529	61.618	0	377
1912	chr5	173962558	173962903	.	169	.	18.481	17.495	2.26867e-16	160
1929	chr5	176250113	176250634	.	115	.	5.416	22.218	4.90641e-21	290
1935	chr5	176981425	176981851	.	122	.	7.108	35.746	1.90139e-34	190
1935	chr5	177030965	177031382	.	138	.	11.001	25.765	1.52965e-24	226
1939	chr5	177580675	177581136	.	117	.	6.075	29.912	1.17747e-28	205
1953	chr5	179341145	179341549	.	146	.	13.032	20.661	1.71449e-19	199
590	chr6	692870	693461	.	138	.	10.976	121.669	0	276
609	chr6	3258968	3259391	.	118	.	6.162	37.707	2.13608e-36	199
615	chr6	4021285	4021709	.	109	.	3.979	22.034	7.44214e-21	216
664	chr6	10404656	10405452	.	124	.	7.69	86.277	0	229
688	chr6	13615299	13616007	.	121	.	6.985	100.096	0	231
689	chr6	13712234	13712634	.	113	.	5.09	22.939	9.46151e-22	193
712	chr6	16683956	16684320	.	121	.	6.872	12.106	0.0000000000429922	184
726	chr6	18503743	18504531	.	154	.	14.837	38.057	9.61773e-37	461
787	chr6	26538235	26538765	.	106	.	3.395	14.618	0.000000000000151365	334
817	chr6	30524273	30525368	.	108	.	3.845	53.336	0	751
826	chr6	31632812	31634139	.	112	.	4.802	69.743	0	915
828	chr6	31926659	31927515	.	126	.	8.088	116.425	0	425
829	chr6	32097826	32098524	.	153	.	14.679	103.381	0	389
836	chr6	32934997	32935542	.	113	.	4.98	12.25	0.0000000000310582	357
838	chr6	33239317	33240070	.	113	.	5.038	50.515	0	467
838	chr6	33256766	33257780	.	143	.	12.274	124.028	0	584
838	chr6	33290664	33291100	.	108	.	3.721	20.495	2.49838e-19	195
844	chr6	34039172	34041040	.	103	.	2.604	11.853	0.0000000000760099	514
857	chr6	35778677	35779518	.	109	.	3.949	14.631	0.000000000000147171	263
866	chr6	36853445	36854064	.	144	.	12.533	114.764	0	234
903	chr6	41747535	41747956	.	107	.	3.557	11.636	0.000000000123618	209
906	chr6	42185370	42185846	.	146	.	13.025	112.693	0	253
918	chr6	43655133	43655928	.	112	.	4.834	34.94	1.20339e-33	402
920	chr6	44021434	44022294	.	109	.	4.029	14.17	0.00000000000041367	668
984	chr6	52379260	52379693	.	112	.	4.752	16.269	0.00000000000000366595	236
1164	chr6	75953070	75953842	.	112	.	4.697	21.144	5.69022e-20	471
1230	chr6	84569095	84569725	.	108	.	3.666	13.064	0.00000000000497434	281
